,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price
631,"2840 Peachtree  Unit: 411Atlanta, GA 30305",30305,Fulton,2.0,2.0,1090.0,0.025,1925,,4364,595.0,2,289900
632,"4265 Hidden ValleyAtlanta, GA 30349",30349,Fulton,4.0,3.0,,0.604,1983,5.0,3180,0.0,2,289900
633,"914 Society CircleAtlanta, GA 30331",30331,Fulton,3.0,3.5,1496.0,,2008,,1620,0.0,2,289900
634,"2069 SW Sandtown RoadAtlanta, GA 30311",30311,Fulton,5.0,2.5,3230.0,0.34,1950,,1923,0.0,2,289900
635,"2394 SE Bouldercliff WayAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1398.0,0.3,1962,,2812,0.0,2,289900
636,"916 Gaston StreetAtlanta, GA 30310",30310,Fulton,3.0,2.5,1234.0,0.143,1940,1.0,4044,0.0,2,289900
637,"5597 Grande River RoadAtlanta, GA 30349",30349,Clayton,3.0,2.5,1974.0,,2007,3.0,3316,500.0,2,289990
638,"2954 Hapeville Road SWAtlanta, GA 30354",30354,Fulton,4.0,2.0,,0.617,1954,1.0,3155,0.0,2,289999
639,"6700 Roswell Road  Unit: 29CAtlanta, GA 30328",30328,Fulton,2.0,1.5,1188.0,0.025,1967,8.0,1977,340.0,2,289999
640,"2050 Blayton Circle NWAtlanta, GA 30314",30314,Fulton,3.0,1.5,,0.212,1955,,648,0.0,2,290000
641,"2240 Cheshire Bridge Road NE Unit: 209Atlanta, GA 30324",30324,Fulton,2.0,1.0,815.0,0.019,1947,7.0,2619,4824.0,2,290000
642,"2820 Hidden Forest SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1360.0,0.3,1956,,3074,0.0,2,290000
643,"72 Polar Rock SWAtlanta, GA 30315",30315,Fulton,4.0,2.0,1152.0,0.203,2002,1.0,1224,0.0,2,290000
644,"361 17th NW Unit: UNIT 1610Atlanta, GA 30363",30363,Fulton,1.0,1.0,816.0,0.019,2005,5.0,1958,6240.0,2,290000
645,"305 KNOTTY PINE SWAtlanta, GA 30331",30331,Fulton,4.0,4.0,,0.37,1992,,1387,0.0,2,290000
646,"1455 DODSONAtlanta, GA 30311",30311,Fulton,3.0,2.0,1351.0,0.383,1955,,3751,0.0,2,290000
647,"5669 Grande River RdAtlanta, GA 30349",30349,Clayton,3.0,2.5,1780.0,,2017,5.0,4053,450.0,2,290000
648,"4340 Jailette RoadAtlanta, GA 30349",30349,Fulton,3.0,2.0,1230.0,0.69,1945,,958,0.0,2,290000
649,"824 Greenwood Avenue NE Unit: 2Atlanta, GA 30306",30306,Fulton,1.0,1.0,883.0,0.02,1935,4.0,1469,5328.0,2,292000
650,"1417 Graymont Drive SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1393.0,0.172,1945,1.0,3186,0.0,2,294000
651,"3475 Oak Valley NE Unit: 1440Atlanta, GA 30326",30326,Fulton,1.0,1.0,,0.023,1992,6.0,422,0.0,2,294000
652,"943 Peachtree  Unit: 703Atlanta, GA 30309",30309,Fulton,1.0,1.0,696.0,0.016,2002,7.0,4715,379.0,2,294500
653,"23207 Plantation NEAtlanta, GA 30324",30324,Fulton,2.0,2.0,,0.028,1980,9.0,4208,9024.0,2,294800
654,"2189 Capella CircleAtlanta, GA 30331",30331,Fulton,3.0,2.5,1625.0,0.111,2006,,1114,300.0,2,294900
655,"800 Peachtree NE Unit: 8410Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.021,1927,7.0,1438,5280.0,2,294900
656,"2535 Susan LaneAtlanta, GA 30331",30331,Fulton,3.0,1.5,1656.0,0.31,1955,,871,0.0,2,294900
657,"2425 NW Clarissa Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.428,1960,,51,0.0,2,294999
658,"361 17th Street NW Unit: 1107Atlanta, GA 30363",30363,Fulton,1.0,1.0,830.0,0.019,2005,4.0,4115,495.0,2,295000
659,"115 Biscayne Drive NW Unit: E4Atlanta, GA 30309",30309,Fulton,3.0,2.0,,0.03,1964,1.0,3479,7020.0,2,295000
660,"636 Sandys Ln SeAtlanta, GA 30354",30354,Fulton,4.0,2.0,1367.0,0.149,1994,2.0,3841,0.0,2,295000
661,"999 Deckner Avenue SWAtlanta, GA 30310",30310,Fulton,2.0,1.0,1050.0,0.258,1935,5.0,536,0.0,2,295000
662,"164 Polar Rock SWAtlanta, GA 30315",30315,Fulton,4.0,2.0,1608.0,0.22,1955,6.0,3337,0.0,2,295000
663,"130 26th Street NW Unit: 602Atlanta, GA 30309",30309,Fulton,2.0,1.0,1150.0,0.026,1962,5.0,749,10320.0,2,295000
664,"955 Juniper Street NE Unit: 4022Atlanta, GA 30309",30309,Fulton,1.0,1.0,874.0,0.02,1996,5.0,4750,5568.0,2,295000
665,"2286 Capella Circle SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1560.0,0.035,2015,1.0,1348,1440.0,2,295000
666,"2147 Jones Road NWAtlanta, GA 30318",30318,Fulton,6.0,3.0,2314.0,0.427,1962,,5011,0.0,2,295000
667,"3265 Welmingham Drive SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,0.174,2007,6.0,4411,0.0,2,295000
668,"923 Peachtree Street NE Unit: 1929Atlanta, GA 30309",30309,Fulton,1.0,1.0,665.0,0.015,2003,7.0,4675,4356.0,2,295000
669,"4031 Robin CircleAtlanta, GA 30349",30349,Fulton,3.0,2.5,1336.0,0.138,1997,,2260,0.0,2,295000
670,"5135 Erin Rd. SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,1349.0,0.583,1966,1.0,3411,0.0,2,295000
671,"440 Roy SWAtlanta, GA 30310",30310,Fulton,4.0,2.0,,0.088,1920,4.0,1432,0.0,2,297000
672,"30 5th Street NE Unit: 502Atlanta, GA 30308",30308,Fulton,1.0,1.5,882.0,,1999,7.0,4348,520.0,2,297900
673,"113 Vanira Avenue SEAtlanta, GA 30315",30315,Fulton,3.0,1.0,,0.092,1930,,2396,0.0,2,298000
674,"1460 Moray StreetAtlanta, GA 30311",30311,Fulton,4.0,2.0,,0.15,1940,,1841,0.0,2,298000
675,"3302 SE Pine Grove CircleAtlanta, GA 30316",30316,DeKalb,5.0,3.0,,0.25,2001,,2455,0.0,2,298000
676,"1055 Piedmont Avenue NE Unit: 206Atlanta, GA 30309",30309,Fulton,1.0,1.0,745.0,0.017,1930,5.0,2332,4314.0,2,298400
677,"525 Parkway Drive NE Unit: 314Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.015,2020,1.0,2817,4416.0,2,299000
678,"150 Walker Street SW Unit: 11Atlanta, GA 30313",30313,Fulton,1.0,1.0,1309.0,0.03,1998,3.0,5829,5217.0,2,299000
679,"827 Drummond Street SWAtlanta, GA 30314",30314,Fulton,3.0,2.5,1800.0,0.053,2023,,2176,0.0,2,299000
680,"437 Collier Ridge Drive NWAtlanta, GA 30318",30318,Fulton,4.0,3.0,1443.0,0.259,1948,,3950,0.0,2,299000
681,"2308 Creel RoadAtlanta, GA 30349",30349,Fulton,4.0,3.0,1884.0,0.15,2006,,4032,550.0,2,299000
682,"1823 Sylvan Road SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1348.0,0.172,1940,6.0,1300,0.0,2,299000
683,"64 La Rue PlaceAtlanta, GA 30327",30327,Fulton,2.0,2.0,1200.0,0.028,1970,9.0,1372,7536.0,2,299000
684,"873 Ambient Way SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,100.0,0.02,2021,4.0,1717,2856.0,2,299000
685,"5559 Glenridge Drive  Unit: 1402Atlanta, GA 30342",30342,Fulton,2.0,2.0,,0.028,2000,2.0,3373,4900.0,2,299000
686,"2574 Elliott Street NWAtlanta, GA 30318",30318,Fulton,4.0,2.0,2125.0,0.249,1960,2.0,934,0.0,2,299000
687,"5174 Norman BoulevardAtlanta, GA 30349",30349,Clayton,4.0,2.0,2400.0,0.259,1962,2.0,1440,0.0,2,299000
688,"24318 Plantation Drive NEAtlanta, GA 30324",30324,Fulton,2.0,2.0,1224.0,0.028,1980,10.0,4239,0.0,2,299000
689,"1411 River Green Drive NWAtlanta, GA 30327",30327,Fulton,2.0,1.0,1300.0,0.03,1991,6.0,3975,4980.0,2,299000
690,"1097 KIPLINGAtlanta, GA 30315",30315,Fulton,4.0,2.0,1422.0,0.338,1970,,305,0.0,2,299000
691,"45 Holly Road NWAtlanta, GA 30314",30314,Fulton,2.0,1.0,756.0,0.109,1952,2.0,2949,0.0,2,299000
692,"12 Montgomery Street NEAtlanta, GA 30307",30307,DeKalb,3.0,1.0,841.0,0.1,1947,,3582,0.0,2,299000
693,"275 13th Street  Unit: 703Atlanta, GA 30309",30309,Fulton,1.0,1.0,765.0,0.017,2005,7.0,1485,442.0,2,299000
694,"1406 SW MozleyAtlanta, GA 30314",30314,Fulton,3.0,2.0,1110.0,0.25,1930,,1408,0.0,2,299000
695,"2320 SW Beecher RoadAtlanta, GA 30311",30311,Fulton,3.0,2.0,1100.0,0.228,1945,,2645,0.0,2,299000
696,"5550 Mason RoadAtlanta, GA 30349",30349,Fulton,3.0,2.0,1100.0,1.113,1938,3.0,1621,0.0,2,299500
697,"200 River Vista Drive  Unit: 712Atlanta, GA 30339",30339,Fulton,1.0,1.0,,0.022,2010,5.0,2889,580.0,2,299500
698,"1544 Childress DriveAtlanta, GA 30311",30311,Fulton,3.0,2.0,,0.705,1947,,3278,0.0,2,299800
699,"406 Illinois AvenueAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.187,1940,,1000,0.0,2,299800
700,"275 13th Street NE Unit: 1210Atlanta, GA 30309",30309,Fulton,1.0,1.0,765.0,0.018,2005,4.0,3880,4596.0,2,299900
701,"4441 Ben HillAtlanta, GA 30349",30349,Fulton,4.0,2.5,1732.0,0.138,2022,,458,2400.0,2,299900
702,"385 Ralph McGill Boulevard NE Unit: QAtlanta, GA 30312",30312,Fulton,2.0,1.5,1204.0,0.027,1980,5.0,3396,600.0,2,299900
703,"8 Chaumont Square NWAtlanta, GA 30327",30327,Fulton,2.0,2.0,,0.029,1968,10.0,2059,7284.0,2,299900
704,"2245 Maxwell Drive SWAtlanta, GA 30311",30311,Fulton,3.0,1.5,1500.0,0.428,1960,,82,0.0,2,299900
705,"2400 Cumberland Parkway SE Unit: 712Atlanta, GA 30339",30339,Cobb,2.0,2.0,,0.13,1999,6.0,736,5004.0,2,299900
706,"167 Alyson CourtAtlanta, GA 30354",30354,Fulton,4.0,2.0,1344.0,,2002,,0,0.0,2,299900
707,"1101 Wedgewood Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.3,1971,5.0,2369,0.0,2,299900
708,"286 Sisson Avenue NEAtlanta, GA 30317",30317,DeKalb,6.0,6.5,,0.1,2021,,834,0.0,2,299900
709,"1472 N Crossing Circle NEAtlanta, GA 30329",30329,DeKalb,2.0,2.0,1300.0,0.17,1984,6.0,2597,5103.0,2,299900
710,"2648 Senegal Way Sw SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1421.0,,2023,9.0,0,1920.0,2,299900
711,"5430 Sable Bay PointAtlanta, GA 30349",30349,Fulton,3.0,2.0,1935.0,0.124,2003,6.0,3952,475.0,2,299900
712,"2191 Tiger Flowers Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,1286.0,0.236,1950,,2016,0.0,2,299900
713,"2855 Peachtree Road NE Unit: 122Atlanta, GA 30305",30305,Fulton,2.0,2.5,1273.0,0.028,1928,7.0,343,5124.0,2,299900
714,"1357 Plaza SWAtlanta, GA 30310",30310,Fulton,3.0,3.0,962.0,0.208,1962,3.0,3536,0.0,2,299900
715,"166 Burbank Drive NWAtlanta, GA 30314",30314,Fulton,4.0,3.0,,0.143,1950,4.0,1803,0.0,2,299900
716,"122 Maison Place NWAtlanta, GA 30327",30327,Fulton,2.0,2.0,,0.33,1968,7.0,3879,9396.0,2,299900
717,"130 26th Street  Unit: 202Atlanta, GA 30309",30309,Fulton,2.0,1.0,1150.0,0.026,1962,6.0,648,0.0,2,299900
718,"878 Briarcliff NE Unit: B2Atlanta, GA 30306",30306,DeKalb,1.0,1.0,835.0,0.03,1930,2.0,1350,0.0,2,299900
719,"1869 Brannen SEAtlanta, GA 30316",30316,DeKalb,3.0,1.0,875.0,0.3,1950,4.0,2822,0.0,2,299900
720,"3521 Essex Avenue  Unit: 71Atlanta, GA 30339",30339,Cobb,2.0,2.0,1181.0,0.084,1973,7.0,2301,4296.0,2,299900
721,"9 Candler RoadAtlanta, GA 30317",30317,DeKalb,4.0,3.5,1708.0,0.3,1946,,4733,0.0,2,299900
722,"28 Daniel Street  Unit: 1Atlanta, GA 30312",30312,Fulton,2.0,1.0,697.0,0.02,1961,3.0,1481,0.0,2,299900
723,"955 Juniper Street NE Unit: 3222Atlanta, GA 30309",30309,Fulton,1.0,1.0,814.0,0.018,1996,7.0,3945,4068.0,2,299950
724,"1261 Lavista Rd NE Unit: K-3Atlanta, GA 30324",30324,DeKalb,3.0,2.0,1450.0,,1966,2.0,0,11940.0,2,300000
725,"285 GriffinAtlanta, GA 30314",30314,Fulton,3.0,2.0,1260.0,0.199,1920,,4402,0.0,2,300000
726,"229 Ponce De Leon Avenue NE Unit: APT 10Atlanta, GA 30308",30308,Fulton,1.0,1.0,719.0,0.017,1917,2.0,1232,0.0,2,300000
727,"2800 Jonesboro SEAtlanta, GA 30354",30354,Fulton,3.0,2.0,2000.0,1.34,1960,,2619,0.0,2,300000
728,"691 Church Street NWAtlanta, GA 30318",30318,Fulton,5.0,3.0,,0.459,1920,,598,0.0,2,300000
729,"180 Lydia Drive SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,1231.0,0.338,1960,6.0,1228,0.0,2,300000
730,"66 Gardenia Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,1548.0,0.172,2004,7.0,5486,0.0,2,300000
731,"506 Oliver Street NWAtlanta, GA 30314",30314,Fulton,4.0,2.0,,0.107,1925,,3432,0.0,2,300000
732,"638 Mcgill NEAtlanta, GA 30312",30312,Fulton,2.0,1.5,,0.022,1987,8.0,1282,4800.0,2,300000
733,"1942 ESHELMANAtlanta, GA 30349",30349,Clayton,4.0,2.5,,0.008,2008,5.0,4328,476.0,2,300000
734,"67 Johnson NWAtlanta, GA 30318",30318,Fulton,4.0,2.0,1184.0,0.412,2007,2.0,4380,0.0,2,300000
735,"907 Piedmont Avenue NE Unit: 5Atlanta, GA 30309",30309,Fulton,1.0,1.0,678.0,0.016,1930,4.0,4832,3852.0,2,300000
736,"3383 Demooney RoadAtlanta, GA 30349",30349,Fulton,3.0,2.0,1402.0,1.9,1963,,0,0.0,2,300000
737,"68 Moury AvenueAtlanta, GA 30315",30315,Fulton,3.0,2.0,1600.0,0.166,1920,3.0,2959,0.0,2,300000
738,"3567 Devon Chase RoadAtlanta, GA 30349",30349,Fulton,4.0,2.5,2114.0,0.12,2002,,4997,0.0,2,300000
739,"384 SW Wellington StreetAtlanta, GA 30310",30310,Fulton,3.0,2.0,2100.0,0.33,1940,5.0,775,0.0,2,300000
740,"473 SE Mulberry RowAtlanta, GA 30354",30354,Fulton,3.0,2.5,2096.0,0.035,2007,1.0,1372,0.0,2,300000
741,"1747 CascadeAtlanta, GA 30311",30311,Fulton,3.0,2.5,1532.0,0.22,1950,3.0,4486,0.0,2,300000
742,"2935 Akron StAtlanta, GA 30344",30344,Fulton,3.0,1.5,1320.0,0.28,1949,,2874,0.0,2,300000
743,"2170 SW Meadowlane DriveAtlanta, GA 30311",30311,Fulton,3.0,2.0,1133.0,0.321,1956,4.0,2755,0.0,2,300000
744,"1801 Hadlock StreetAtlanta, GA 30311",30311,Fulton,4.0,2.0,,8233.0,1960,1.0,2856,0.0,2,301000
745,"1101 Juniper Street NE Unit: 910Atlanta, GA 30309",30309,Fulton,1.0,1.0,868.0,0.02,1999,5.0,2404,3816.0,2,302500
746,"4787 West Park Circle SWAtlanta, GA 30336",30336,Fulton,4.0,2.5,1800.0,0.142,2022,,459,2400.0,2,303900
747,"2056 SE Sombrero WayAtlanta, GA 30316",30316,DeKalb,3.0,1.5,1219.0,0.3,1959,,2107,0.0,2,304000
748,"401 16th Street  Unit: 1177Atlanta, GA 30363",30363,Fulton,2.0,2.0,1433.0,0.033,2004,7.0,3065,536.0,2,304500
749,"955 JUNIPER Street NE Unit: 4027Atlanta, GA 30309",30309,Fulton,1.0,1.0,821.0,0.018,1996,11.0,4061,436.0,2,305000
750,"807 Pine ShoalsAtlanta, GA 30349",30349,Clayton,3.0,2.0,,0.192,1999,,3593,110.0,2,305000
751,"925 Sims Street SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,1728.0,0.07,2005,,2758,0.0,2,305000
752,"2909 Ridgeview Drive SwAtlanta, GA 30331",30331,Fulton,3.0,2.5,1536.0,0.05,2021,4.0,1925,3036.0,2,305000
753,"3330 SW PamlicoAtlanta, GA 30331",30331,Fulton,3.0,2.0,1502.0,0.401,1972,,795,0.0,2,305000
754,"3635 E Paces Circle NE Unit: 1310Atlanta, GA 30326",30326,Fulton,1.0,1.5,,0.02,2008,8.0,2052,0.0,2,305000
755,"55 Delmont Drive  Unit: C1Atlanta, GA 30305",30305,Fulton,2.0,1.0,1076.0,,1960,6.0,0,450.0,2,307000
756,"4590 Butner RoadAtlanta, GA 30349",30349,Fulton,3.0,2.0,,1.044,1963,,2157,0.0,2,309000
757,"3838 Collier Drive NWAtlanta, GA 30331",30331,Fulton,3.0,2.0,,0.418,1930,,3491,0.0,2,309000
758,"2650 Senegal Way Sw SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1421.0,,2023,9.0,0,1920.0,2,309899
759,"3030 Collier NWAtlanta, GA 30318",30318,Fulton,3.0,3.0,2367.0,3.39,1960,3.0,5973,0.0,2,309900
760,"340 Willis Mill Road SWAtlanta, GA 30311",30311,Fulton,4.0,2.0,1928.0,0.506,2004,3.0,4979,0.0,2,309900
761,"218 Harper Road SEAtlanta, GA 30315",30315,Fulton,3.0,2.5,1653.0,0.233,1955,5.0,508,0.0,2,309900
762,"3791 Wisteria SWAtlanta, GA 30331",30331,Fulton,3.0,3.0,1277.0,1.032,1957,,1698,0.0,2,309900
763,"2650 NW Washington StreetAtlanta, GA 30318",30318,Fulton,3.0,2.5,1708.0,0.17,1962,,4060,0.0,2,309900
764,"1991 SW Wells DriveAtlanta, GA 30311",30311,Fulton,3.0,2.0,1058.0,0.37,1955,,1845,0.0,2,309900
765,"594 Willard AveAtlanta, GA 30310",30310,Fulton,2.0,2.0,2068.0,0.21,1930,3.0,7456,0.0,2,309900
766,"2915 OLD FARMAtlanta, GA 30349",30349,Fulton,5.0,3.0,1830.0,0.354,1971,1.0,1349,0.0,2,309999
767,"4100 Paces Walk  Unit: 1110Atlanta, GA 30339",30339,Cobb,2.0,2.0,1250.0,0.03,2003,4.0,3188,586.0,2,310000
768,"181 Powell Street SE Unit: 9Atlanta, GA 30316",30316,Fulton,2.0,1.0,680.0,0.016,1924,5.0,4474,2460.0,2,310000
769,"3334 PEACHTREE Road NE Unit: 1002Atlanta, GA 30326",30326,Fulton,1.0,1.0,998.0,0.022,1997,3.0,3966,450.0,2,310000
770,"5888 Little River RoadAtlanta, GA 30349",30349,Clayton,3.0,2.5,1801.0,0.09,2017,,3951,450.0,2,310000
771,"5447 CascadeAtlanta, GA 30336",30336,Fulton,3.0,2.5,1992.0,0.026,2017,1.0,2667,0.0,2,310000
772,"361 17th Street NW Unit: 2319Atlanta, GA 30363",30363,Fulton,1.0,1.0,830.0,0.019,2005,4.0,4114,496.0,2,310000
773,"4906 Brookwood PlaceAtlanta, GA 30349",30349,Fulton,4.0,2.0,1840.0,0.884,2006,1.0,4339,0.0,2,310000
774,"115 Biscayne NW Unit: B5Atlanta, GA 30309",30309,Fulton,3.0,2.0,,0.03,1964,2.0,854,7884.0,2,310000
775,"943 Peachtree Street NE Unit: 1215Atlanta, GA 30309",30309,Fulton,1.0,1.0,768.0,0.018,2002,7.0,2589,5148.0,2,310000
776,"3426 SW Treadwell Circle SWAtlanta, GA 30331",30331,Fulton,3.0,1.5,,0.31,1960,,852,0.0,2,310000
777,"2195 Spring Walk CourtAtlanta, GA 30341",30341,DeKalb,2.0,2.5,1312.0,0.74,1984,,3067,780.0,2,310000
778,"620 Glen Iris Drive NE Unit: 416Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.02,2005,3.0,4423,3240.0,2,313500
779,"821 Ralph Mcgill Boulevard NE Unit: 3416Atlanta, GA 30306",30306,Fulton,1.0,1.0,,0.018,2001,4.0,4439,3468.0,2,314800
780,"1155 Kipling StreetAtlanta, GA 30315",30315,Fulton,3.0,2.0,1846.0,0.28,1945,1.0,4400,0.0,2,314900
781,"2042 Fargo Place SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,,0.3,1959,,2988,0.0,2,314900
782,"3393 Adkins Road NorthwestAtlanta, GA 30331",30331,Fulton,4.0,2.0,1660.0,0.225,1962,,1518,0.0,2,314900
783,"5680 SW Cascade RunAtlanta, GA 30336",30336,Fulton,3.0,2.5,1462.0,0.027,2003,4.0,4039,1080.0,2,315000
784,"2178 Maxwell DrAtlanta, GA 30311",30311,Fulton,3.0,2.0,1246.0,0.288,1961,,917,0.0,2,315000
785,"907 Piedmont NE Unit: 11Atlanta, GA 30309",30309,Fulton,1.0,1.0,678.0,0.015,1930,1.0,4991,3549.0,2,315000
786,"565 Peachtree Street NE Unit: UNIT 1206Atlanta, GA 30308",30308,Fulton,1.0,1.0,780.0,0.018,2006,7.0,4724,5002.0,2,315000
787,"2374 Castle Keep Way SEAtlanta, GA 30316",30316,DeKalb,2.0,2.5,,0.089,2018,,3115,1020.0,2,315000
788,"3300 Windy Ridge SE Unit: 604Atlanta, GA 30339",30339,Cobb,1.0,1.0,806.0,,2006,6.0,2159,5136.0,2,315000
789,"6002 NileAtlanta, GA 30349",30349,Clayton,4.0,2.5,2100.0,0.07,2018,3.0,5003,591.0,2,315000
790,"749 CASPLAN Street SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1471.0,0.24,1955,4.0,4362,0.0,2,315000
791,"6983 Zaniah Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,,0.023,2022,2.0,766,1440.0,2,315000
792,"3128 Meadowstone SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1479.0,0.05,2020,4.0,2436,3036.0,2,315000
793,"250 Pharr Road NE Unit: 1102Atlanta, GA 30305",30305,Fulton,1.0,1.0,,0.018,2004,5.0,4678,5040.0,2,315000
794,"1280 Elizabeth Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,1150.0,0.25,1950,4.0,2747,0.0,2,315000
795,"28401 Plantation Drive NE Unit: 401Atlanta, GA 30324",30324,Fulton,2.0,2.5,1526.0,,1985,8.0,4586,9312.0,2,315000
796,"2625 Baker Ridge Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,1725.0,0.41,1941,3.0,1023,0.0,2,315000
797,"6329 Rockaway RoadAtlanta, GA 30349",30349,Fulton,3.0,2.5,2024.0,0.015,2020,,4248,2100.0,2,316000
798,"170 SE Boulevard  Unit: E006Atlanta, GA 30312",30312,Fulton,1.0,1.0,795.0,,2001,6.0,5162,0.0,2,317000
799,"1979 Penelope Street NWAtlanta, GA 30314",30314,Fulton,3.0,1.0,1080.0,0.212,1954,,2860,0.0,2,317500
800,"187 Joe Louis Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.248,1950,,2678,0.0,2,317999
801,"484 Jefferson Chase Street  Unit: 3101Atlanta, GA 30354",30354,Fulton,3.0,2.5,1891.0,0.28,2020,5.0,2619,1860.0,2,318000
802,"170 BoulevardAtlanta, GA 30312",30312,Fulton,1.0,1.0,794.0,0.02,2006,6.0,2135,0.0,2,318000
803,"200 River Vista  Unit: 121Atlanta, GA 30339",30339,Fulton,2.0,2.0,1172.0,0.027,2010,7.0,3437,3780.0,2,318999
804,"3675 Peachtree Road NE Unit: 58Atlanta, GA 30319",30319,Fulton,2.0,2.0,1090.0,0.025,1960,2.0,1547,4620.0,2,319000
805,"139 Dahlia Avenue NWAtlanta, GA 30314",30314,Fulton,,,,0.13,2008,,6187,0.0,2,319000
806,"3577 Lynfield Drive SWAtlanta, GA 30311",30311,Fulton,3.0,2.0,,0.413,1961,3.0,3841,0.0,2,319000
807,"375 NW New Jersey AveAtlanta, GA 30314",30314,Fulton,4.0,2.0,1575.0,0.17,2006,3.0,3620,0.0,2,319000
808,"44 Peachtree Pl Ne  Unit: #1528Atlanta, GA 30309",30309,Fulton,1.0,1.0,768.0,0.018,2006,4.0,2296,0.0,2,319000
809,"2700 Pine Tree Road NE Unit: 2213Atlanta, GA 30324",30324,Fulton,2.0,2.0,,0.026,2000,7.0,1276,4560.0,2,319500
810,"172 SW Haynes Street  Unit: 201Atlanta, GA 30313",30313,Fulton,2.0,1.0,1221.0,,1920,5.0,3469,3600.0,2,319900
811,"943 Peachtree Street NE Unit: 909Atlanta, GA 30309",30309,Fulton,1.0,1.0,668.0,0.015,2002,4.0,3784,4358.0,2,319900
812,"238 JudyAtlanta, GA 30315",30315,Fulton,4.0,2.0,1814.0,0.277,1955,,2922,0.0,2,319999
813,"4822 Brookwood PlaceAtlanta, GA 30349",30349,Fulton,3.0,2.5,1456.0,0.433,2004,1.0,195,188.0,2,319999
814,"325 E Paces Ferry Road NE Unit: 1107Atlanta, GA 30305",30305,Fulton,1.0,1.0,,0.02,2004,7.0,3901,4968.0,2,320000
815,"2218 BenidormAtlanta, GA 30349",30349,Fulton,4.0,2.5,2628.0,0.259,2007,2.0,2702,550.0,2,320000
816,"390 17th Street NW Unit: 5009Atlanta, GA 30363",30363,Fulton,2.0,2.0,,0.026,2007,2.0,3816,7704.0,2,320000
817,"250 Pharr Road NE Unit: 1606Atlanta, GA 30305",30305,Fulton,1.0,1.0,,0.018,2004,5.0,2016,4800.0,2,320000
818,"14 Saint Claire Lane NEAtlanta, GA 30324",30324,Fulton,2.0,2.0,,0.033,1983,2.0,4162,7200.0,2,320000
819,"5484 DENNYAtlanta, GA 30349",30349,Clayton,4.0,3.0,3000.0,0.023,2003,,2829,0.0,2,320000
820,"3324 Peachtree Road NE Unit: 1904Atlanta, GA 30326",30326,Fulton,1.0,1.0,706.0,0.016,2005,4.0,2157,4500.0,2,320000
821,"1096 Peeples SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1110.0,0.087,1920,1.0,3574,0.0,2,320000
822,"906 Hollywood Road NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,1244.0,0.16,1988,3.0,1415,0.0,2,320000
823,"212 Berean Avenue SE Unit: 2Atlanta, GA 30316",30316,Fulton,2.0,1.0,879.0,0.02,1964,7.0,4359,2100.0,2,320000
824,"1933 Boulderview Drive SEAtlanta, GA 30316",30316,DeKalb,4.0,3.0,,0.3,1953,,5464,0.0,2,320000
825,"1786 N Umberland Way SEAtlanta, GA 30316",30316,DeKalb,3.0,2.5,,0.022,2005,7.0,313,3120.0,2,320000
826,"563 Center Hill Avenue NWAtlanta, GA 30318",30318,Fulton,4.0,2.0,2015.0,0.516,1965,3.0,1127,0.0,2,320000
827,"44 Peachtree Place NW Unit: 726Atlanta, GA 30309",30309,Fulton,1.0,1.0,774.0,0.018,2006,7.0,3023,3936.0,2,320000
828,"31 Brittany Way NEAtlanta, GA 30324",30324,Fulton,3.0,2.0,,0.036,1988,8.0,2386,7620.0,2,320000
829,"55 Delmont Drive NE Unit: B3Atlanta, GA 30305",30305,Fulton,,,,0.025,1960,5.0,4365,5400.0,2,320000
830,"3175 Dogwood DriveAtlanta, GA 30354",30354,Fulton,3.0,2.0,1192.0,0.172,1940,5.0,1538,0.0,2,320000
