,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price
929,"290 Alamosa Path SWAtlanta, GA 30349",30349,Fulton,5.0,3.0,3672.0,0.25,2013,4.0,4039,480.0,2,509500
930,"126 Beardon Circle  Unit: 2Atlanta, GA 30316",30316,Fulton,2.0,2.0,,,2024,4.0,0,2940.0,2,509711
931,"396 Pratt Drive SE Unit: 1923Atlanta, GA 30315",30315,Fulton,2.0,2.0,1406.0,,2023,5.0,1,2940.0,2,509900
932,"2475 Figaro Drive  Unit: UNIT 202Atlanta, GA 30339",30339,Cobb,2.0,3.5,1602.0,0.01,2021,6.0,4778,0.0,2,509900
933,"145 15th Street  Unit: 627Atlanta, GA 30309",30309,Fulton,2.0,3.5,1780.0,0.04,1974,,3476,0.0,2,509900
934,"675 Ferris SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2434.0,0.172,2022,,3464,0.0,2,510000
935,"1101 Arlington Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1984.0,0.204,1920,6.0,3722,0.0,2,510000
936,"1717 N Decatur Road  Unit: 104Atlanta, GA 30307",30307,DeKalb,1.0,2.0,1258.0,0.1,2002,7.0,5271,738.0,2,510000
937,"1829 Hislop LaneAtlanta, GA 30345",30345,DeKalb,3.0,3.5,1880.0,,2018,1.0,5366,3360.0,2,510000
938,"1298 Longreen Terrace NW Unit: 9Atlanta, GA 30318",30318,Fulton,2.0,2.5,,,2023,2.0,0,2400.0,2,512402
939,"3217 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,2691.0,0.22,2024,,5000,650.0,2,513730
940,"3218 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.22,2024,,0,650.0,2,514650
941,"270 17th Street NW Unit: 1902Atlanta, GA 30363",30363,Fulton,2.0,2.5,,0.031,2015,7.0,3994,8304.0,2,514900
942,"4627 Lanark Drive SWAtlanta, GA 30331",30331,Fulton,5.0,3.0,3974.0,0.706,2024,,1249,0.0,2,514900
943,"928 Brookmere CourtAtlanta, GA 30349",30349,Fulton,5.0,3.0,2765.0,0.292,2022,6.0,0,575.0,2,514900
944,"3067 Jefferson StreetAtlanta, GA 30341",30341,DeKalb,2.0,1.0,,0.3,1948,6.0,5295,0.0,2,515000
945,"530 Gracelyn Court SWAtlanta, GA 30331",30331,Fulton,5.0,3.0,,0.304,2005,9.0,6505,517.0,2,515000
946,"1030 Portland Avenue SEAtlanta, GA 30316",30316,Fulton,3.0,2.5,1456.0,0.172,1940,5.0,2999,0.0,2,515000
947,"3376 Triview  Unit: 13Atlanta, GA 30339",30339,Cobb,3.0,3.5,2376.0,0.02,2007,1.0,4733,2880.0,2,515000
948,"975 Welch Street SwAtlanta, GA 30310",30310,Fulton,3.0,2.5,2070.0,0.059,2021,,3120,0.0,2,515000
949,"2502 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,3.5,1826.0,0.01,2024,3.0,0,4200.0,2,515460
950,"3249 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.31,2024,,0,650.0,2,515965
951,"4805 Elm Leaf SWAtlanta, GA 30331",30331,Fulton,4.0,2.5,2406.0,0.37,2023,8.0,1908,650.0,2,517034
952,"1130 Piedmont Avenue  Unit: 709Atlanta, GA 30309",30309,Fulton,2.0,2.0,1110.0,0.025,1988,6.0,6752,8504.0,2,519000
953,"124 Lafayette Dr Ne  Unit: #6Atlanta, GA 30309",30309,Fulton,2.0,1.0,1336.0,261.0,1920,,3195,6679.0,2,519000
954,"3636 Habersham Road NW Unit: 1401Atlanta, GA 30305",30305,Fulton,2.0,2.0,1740.0,0.039,1997,5.0,6059,7200.0,2,519900
955,"3248 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.31,2024,,6000,650.0,2,519920
956,"170 Boulevard SE Unit: E128Atlanta, GA 30312",30312,Fulton,2.0,2.0,1286.0,0.025,2007,6.0,7417,5760.0,2,519990
957,"1158 Welch Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,,0.092,2023,3.0,599,0.0,2,520000
958,"1280 Van Allen Mews NWAtlanta, GA 30318",30318,Fulton,2.0,2.5,1672.0,0.034,2005,8.0,4146,3696.0,2,520000
959,"1102 Donnelly Avenue SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2023.0,0.17,2023,4.0,1640,0.0,2,520000
960,"3129 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,520040
961,"3129 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,520040
962,"587 Virginia Avenue NE Unit: 1001Atlanta, GA 30306",30306,Fulton,2.0,2.0,1250.0,0.03,1990,,3039,4600.0,2,524000
963,"145 15th NE Unit: 206Atlanta, GA 30309",30309,Fulton,2.0,2.5,1724.0,0.04,1972,5.0,4865,13452.0,2,524555
964,"1516 Kay Lane NEAtlanta, GA 30306",30306,DeKalb,3.0,1.5,,0.3,1948,4.0,5466,0.0,2,524900
965,"3221 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.34,2024,,0,650.0,2,524990
966,"1031 State Street NW Unit: 104Atlanta, GA 30318",30318,Fulton,3.0,2.0,,0.031,1911,4.0,3281,5076.0,2,525000
967,"1649 Derry Avenue SWAtlanta, GA 30310",30310,Fulton,4.0,2.0,1600.0,0.172,1945,6.0,3097,0.0,2,525000
968,"1021 Ada NWAtlanta, GA 30318",30318,Fulton,,,,0.342,2007,,4283,0.0,2,525000
969,"146 Mellrich NEAtlanta, GA 30317",30317,DeKalb,3.0,2.0,1900.0,0.2,1950,,7648,0.0,2,525000
970,"492 Hemlock Circle SEAtlanta, GA 30316",30316,Fulton,2.0,2.0,1605.0,0.13,1928,6.0,3851,0.0,2,525000
971,"3300 Windy Ridge Parkway  Unit: 1312Atlanta, GA 30339",30339,Cobb,2.0,2.0,1478.0,0.03,2006,3.0,4431,9468.0,2,525000
972,"3603 Spring DriveAtlanta, GA 30360",30360,Gwinnett,11.0,5.0,4000.0,0.46,1998,3.0,9253,0.0,2,525000
973,"384 Ralph Mcgill Blvd  Unit: 308Atlanta, GA 30312",30312,Fulton,3.0,2.5,1818.0,0.04,2006,3.0,2921,737.0,2,525000
974,"305 Dilbeck Circle  Unit: 30Atlanta, GA 30342",30342,Fulton,3.0,3.0,1370.0,,2023,1.0,0,1800.0,2,526089
975,"943 Peachtree NE Unit: 1810Atlanta, GA 30309",30309,Fulton,2.0,2.0,,0.024,2003,6.0,4235,6480.0,2,526900
976,"1726 Jobeth AvenueAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1504.0,0.3,1947,,4791,0.0,2,529000
977,"2677 CarusoAtlanta, GA 30339",30339,Cobb,3.0,3.5,1602.0,0.02,2023,7.0,5325,255.0,2,529000
978,"1930 PinedaleAtlanta, GA 30314",30314,Fulton,3.0,2.5,,0.04,2023,,0,0.0,2,529000
979,"1416 Mcpherson Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1602.0,0.2,1925,4.0,1330,0.0,2,529700
980,"3334 Peachtree Road NE Unit: 1406Atlanta, GA 30326",30326,Fulton,3.0,2.0,1660.0,0.038,1997,7.0,4579,9132.0,2,529900
981,"1740 Emerald Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,,0.172,1948,2.0,1702,0.0,2,529900
982,"775 Juniper Street NE Unit: 212Atlanta, GA 30308",30308,Fulton,1.0,1.0,1142.0,1.819,2020,6.0,1,5904.0,2,529900
983,"3757 Allegretto CircleAtlanta, GA 30339",30339,Cobb,3.0,3.5,1864.0,0.02,2019,3.0,6406,3060.0,2,529900
984,"2030 Main Street NW Unit: 104Atlanta, GA 30318",30318,Fulton,3.0,3.5,,,2024,1.0,0,0.0,2,529990
985,"3332 Stillwood LaneAtlanta, GA 30354",30354,Fulton,3.0,3.5,1735.0,,2023,5.0,0,2400.0,2,530000
986,"1400 Knob Hill SEAtlanta, GA 30316",30316,Fulton,5.0,3.5,3000.0,0.15,2014,,9904,1800.0,2,530000
987,"840 Smith Street SWAtlanta, GA 30310",30310,Fulton,,,,0.062,2021,,6011,0.0,2,530000
988,"3300 Windy Ridge Parkway SE Unit: 1612Atlanta, GA 30339",30339,Cobb,2.0,2.0,1478.0,0.03,2006,7.0,1073,8100.0,2,530000
989,"923 Peachtree Street NE Unit: 1826Atlanta, GA 30309",30309,Fulton,2.0,2.0,1260.0,0.029,2003,8.0,7220,8213.0,2,530000
990,"4905 Waxleaf Drive SwAtlanta, GA 30331",30331,Fulton,4.0,2.5,2406.0,0.28,2023,4.0,0,450.0,2,532499
991,"2230 Beecher SWAtlanta, GA 30310",30310,Fulton,4.0,2.5,2200.0,0.64,1950,,536,0.0,2,534000
992,"2030 Main Street NW Unit: 102Atlanta, GA 30318",30318,Fulton,3.0,3.5,1829.0,,2024,5.0,0,3900.0,2,534990
993,"1185 Merrill Avenue SWAtlanta, GA 30310",30310,Fulton,5.0,3.0,,0.186,1940,4.0,4796,0.0,2,535000
994,"3176 Clairwood TerraceAtlanta, GA 30341",30341,DeKalb,3.0,2.0,,0.3,1948,4.0,7946,0.0,2,535000
995,"445 Lanier Street NWAtlanta, GA 30318",30318,Fulton,,,,0.172,1940,2.0,8586,0.0,2,535000
996,"3131 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,536990
997,"2505 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,4.0,2139.0,0.01,2024,3.0,0,4200.0,2,538652
998,"906 Mcdaniel SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2050.0,0.059,2023,3.0,973,0.0,2,539900
999,"361 17th Street Nw  Unit: 2513Atlanta, GA 30363",30363,Fulton,2.0,2.0,1566.0,,2005,3.0,3270,11592.0,2,539900
1000,"5950 Lynfield DriveAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.948,2022,,670,0.0,2,539900
1001,"5393 Stone Cove Drive SWAtlanta, GA 30331",30331,Fulton,7.0,4.0,5118.0,0.342,2007,9.0,1223,550.0,2,539900
1002,"4849 Elm Leaf Drive SWAtlanta, GA 30331",30331,Fulton,5.0,3.0,,0.4,2024,,0,450.0,2,539990
1003,"860 Smith Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2101.0,0.115,2023,2.0,1052,0.0,2,540000
1004,"583 Delbridge Street NWAtlanta, GA 30314",30314,Fulton,3.0,2.5,1748.0,0.063,2007,3.0,6374,0.0,2,540000
1005,"2507 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,4.0,2033.0,0.01,2024,3.0,0,4200.0,2,542684
1006,"2506 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,3.5,1826.0,0.01,2024,3.0,0,4200.0,2,542835
1007,"3109 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,3206.0,0.28,2024,,0,650.0,2,543770
1008,"3336 Springhaven AvenueAtlanta, GA 30354",30354,Fulton,3.0,3.5,1890.0,,2023,5.0,0,2400.0,2,545000
1009,"3329 Stillwood LaneAtlanta, GA 30354",30354,Fulton,3.0,3.5,1890.0,,2023,6.0,0,2400.0,2,545000
1010,"4463 Wieuca Road NEAtlanta, GA 30342",30342,Fulton,3.0,3.0,,0.746,1966,,7285,0.0,2,545000
1011,"415 Gartrell SE Unit: 16Atlanta, GA 30312",30312,Fulton,3.0,2.5,1510.0,0.025,2018,5.0,8717,0.0,2,545000
1012,"8 Alston NEAtlanta, GA 30324",30324,Fulton,3.0,3.5,1662.0,,1990,3.0,3943,5640.0,2,545000
1013,"1623 Abbot Lane NwAtlanta, GA 30318",30318,Fulton,3.0,2.5,2150.0,0.16,2012,6.0,4414,0.0,2,545000
1014,"1316 Hill Street SEAtlanta, GA 30315",30315,Fulton,4.0,3.0,3665.0,0.375,1920,,5933,0.0,2,545000
1015,"1617 Rivers Edge Trail NEAtlanta, GA 30324",30324,DeKalb,3.0,3.5,2267.0,0.023,2004,3.0,7186,4523.0,2,546000
1016,"1120 Citadel Drive NEAtlanta, GA 30324",30324,DeKalb,3.0,2.0,,0.6,1953,3.0,1171,0.0,2,549000
1017,"1886 Marietta Road NWAtlanta, GA 30318",30318,Fulton,4.0,3.5,2500.0,0.148,2004,3.0,3614,0.0,2,549000
1018,"3139 Blairhill CourtAtlanta, GA 30340",30340,DeKalb,3.0,2.5,2425.0,0.1,1993,,4868,185.0,2,549000
1019,"1715 Emerald Avenue SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,1862.0,0.24,1948,,1315,0.0,2,549000
1020,"120 Beardon Circle  Unit: 4Atlanta, GA 30316",30316,Fulton,2.0,2.5,,,2023,4.0,0,2940.0,2,549335
1021,"1065 Hubbard SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,2184.0,0.115,2023,,1065,0.0,2,549900
1022,"845 Stratum Way SEAtlanta, GA 30312",30312,Fulton,3.0,3.5,1958.0,0.02,2005,3.0,3017,1800.0,2,549900
1023,"805 PEACHTREE Street NE Unit: 401Atlanta, GA 30308",30308,Fulton,2.0,2.0,1550.0,0.035,1951,6.0,5216,706.0,2,549900
1024,"726 Taylor Court NEAtlanta, GA 30324",30324,Fulton,3.0,3.5,,0.023,2017,5.0,0,4572.0,2,549900
1025,"2412 Elmwood Circle SEAtlanta, GA 30339",30339,Cobb,3.0,3.0,1150.0,0.198,1962,3.0,643,0.0,2,549900
1026,"2495 Sycamore Road  Unit: 3Atlanta, GA 30318",30318,Fulton,3.0,3.5,2175.0,0.25,2023,3.0,0,0.0,2,549900
1027,"775 Juniper Street NE Unit: 107Atlanta, GA 30308",30308,Fulton,2.0,2.0,1312.0,1.819,2020,6.0,1,6780.0,2,549900
1028,"1663 North Avenue NWAtlanta, GA 30318",30318,Fulton,3.0,3.0,1834.0,0.238,2022,1.0,7941,0.0,2,549900
1029,"389 Hopkins StAtlanta, GA 30310",30310,Fulton,3.0,3.0,2269.0,0.18,2023,,3386,0.0,2,549999
1030,"1045 Gilbert Street SEAtlanta, GA 30316",30316,Fulton,3.0,2.0,1671.0,0.172,1935,4.0,4341,0.0,2,550000
1031,"6129 Red Maple RoadAtlanta, GA 30349",30349,Fulton,5.0,5.0,4805.0,0.435,2002,8.0,9238,850.0,2,550000
1032,"1220 Oriole Drive SWAtlanta, GA 30311",30311,Fulton,3.0,3.5,2419.0,0.428,2005,4.0,1801,0.0,2,550000
1033,"2828 Peachtree Road NW Unit: 1502Atlanta, GA 30305",30305,Fulton,2.0,2.0,1371.0,0.063,2002,7.0,5512,10428.0,2,550000
1034,"1595 Woodbine Avenue SEAtlanta, GA 30317",30317,DeKalb,4.0,2.5,2164.0,0.3,1925,,2446,0.0,2,550000
1035,"855 Peachtree Street NE Unit: 2709Atlanta, GA 30308",30308,Fulton,2.0,2.0,1320.0,0.03,2008,8.0,3957,921.0,2,550000
1036,"2696 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,1.0,,0.5,1925,8.0,1051,0.0,2,550000
1037,"805 Millberry RoadAtlanta, GA 30349",30349,Fulton,5.0,5.0,5095.0,0.275,2010,4.0,4123,700.0,2,550000
1038,"1031 Camilla Street SWAtlanta, GA 30314",30314,Fulton,4.0,3.5,1900.0,0.099,1945,2.0,2271,0.0,2,550000
1039,"3437 Hildon RoadAtlanta, GA 30341",30341,DeKalb,3.0,2.0,1429.0,0.3,1950,6.0,6290,0.0,2,550000
1040,"719 Hamilton Avenue SEAtlanta, GA 30312",30312,Fulton,4.0,2.0,2016.0,0.502,1945,,3445,0.0,2,550000
1041,"270 17TH  Unit: 702Atlanta, GA 30363",30363,Fulton,2.0,2.5,1369.0,0.031,2009,6.0,6950,547.0,2,550000
1042,"414 Arnold Street NEAtlanta, GA 30308",30308,Fulton,3.0,1.5,1633.0,0.159,1920,1.0,2416,0.0,2,550000
1043,"1013 Lawton Avenue SWAtlanta, GA 30310",30310,Fulton,,,,,2005,,2989,0.0,2,550000
1044,"1009 Lawton Avenue SWAtlanta, GA 30310",30310,Fulton,8.0,4.0,,,2005,,5458,0.0,2,550000
1045,"1914 Volberg StreetAtlanta, GA 30318",30318,Fulton,4.0,3.0,1275.0,0.31,1950,,4949,0.0,2,550000
1046,"783 Coleman Street SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,1883.0,0.088,2024,1.0,3243,0.0,2,550000
1047,"963 Welch Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2078.0,0.059,1920,6.0,7420,0.0,2,550000
1048,"1050 White Oak SWAtlanta, GA 30310",30310,Fulton,6.0,3.0,2480.0,0.249,1920,3.0,4829,0.0,2,550000
1049,"28 Basswood CircleAtlanta, GA 30328",30328,Fulton,3.0,2.5,2995.0,0.056,1974,7.0,2372,5040.0,2,550000
1050,"721 CASCADEAtlanta, GA 30310",30310,Fulton,5.0,3.0,2400.0,0.127,2023,4.0,1370,0.0,2,550000
1051,"2831 Riveroak Ct Sw.Atlanta, GA 30331",30331,Fulton,5.0,4.0,4615.0,1.08,2008,3.0,2250,200.0,2,550000
1052,"3368 WalnutAtlanta, GA 30349",30349,Fulton,5.0,4.5,4477.0,0.42,2005,7.0,7851,850.0,2,550000
1053,"3172 Briarcliff Road NEAtlanta, GA 30329",30329,DeKalb,3.0,2.0,1673.0,30.0,1955,,5061,0.0,2,550000
1054,"1301 Ascot TerraceAtlanta, GA 30329",30329,DeKalb,3.0,3.5,2393.0,,2022,4.0,1,2640.0,2,550170
1055,"2331 Bouldercliff Way SEAtlanta, GA 30316",30316,DeKalb,3.0,2.5,2384.0,0.21,2014,,7584,0.0,2,551000
1056,"1304 Ascot Terrace  Unit: 27Atlanta, GA 30329",30329,DeKalb,3.0,3.5,2625.0,,2022,4.0,1,2640.0,2,554765
1057,"1320 Mayfair DriveAtlanta, GA 30324",30324,Fulton,3.0,2.0,3264.0,0.3,1950,,0,0.0,2,554900
1058,"377 Grant Circle SE Unit: 1742Atlanta, GA 30315",30315,Fulton,2.0,2.0,1462.0,,2022,6.0,1,3156.0,2,554900
1059,"2030 Main Street NW Unit: 501Atlanta, GA 30318",30318,Fulton,3.0,3.5,2148.0,0.001,2022,3.0,0,3900.0,2,554990
1060,"1836 Memorial SE Unit: 203Atlanta, GA 30317",30317,DeKalb,3.0,4.0,,0.03,2020,4.0,4583,3492.0,2,555000
1061,"3252 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,558705
1062,"44 Peachtree Place NW Unit: 832Atlanta, GA 30309",30309,Fulton,2.0,2.0,1260.0,0.029,2006,6.0,4515,604.0,2,559900
1063,"855 Peachtree Street NE Unit: 2309Atlanta, GA 30308",30308,Fulton,2.0,2.0,1320.0,0.03,2008,8.0,8225,11052.0,2,560000
1064,"2419 Boulder Road SEAtlanta, GA 30316",30316,DeKalb,4.0,2.5,2468.0,0.2,2007,,8300,300.0,2,560000
1065,"855 Peachtree Street NE Unit: 2614Atlanta, GA 30308",30308,Fulton,2.0,2.0,1000.0,0.023,2008,3.0,6637,8376.0,2,560000
1066,"928 Shadowridge Drive SEAtlanta, GA 30316",30316,DeKalb,3.0,3.0,1574.0,0.3,1952,,4668,0.0,2,560000
1067,"972 Dekalb Avenue  Unit: 203Atlanta, GA 30307",30307,Fulton,2.0,2.0,,0.028,2008,2.0,5641,0.0,2,560000
1068,"1691 Ezra Church NWAtlanta, GA 30314",30314,Fulton,4.0,3.0,2502.0,0.276,1957,,3009,0.0,2,560000
1069,"132 Leslie StreetAtlanta, GA 30317",30317,DeKalb,5.0,2.0,,,1925,2.0,7983,0.0,2,560000
1070,"3682 Bradford Way  Unit: 21Atlanta, GA 30331",30331,Fulton,4.0,2.5,2822.0,0.125,2023,2.0,1,0.0,2,563268
1071,"4890 Sultana SW WayAtlanta, GA 30331",30331,Fulton,5.0,3.0,3162.0,,2024,8.0,1908,650.0,2,564759
1072,"3083 Camden SWAtlanta, GA 30331",30331,Fulton,5.0,4.0,4072.0,0.37,2007,2.0,3300,600.0,2,564900
1073,"260 18th Street NW Unit: 10226Atlanta, GA 30363",30363,Fulton,3.0,3.0,2088.0,0.024,2005,5.0,6772,10968.0,2,565000
1074,"3466 Jasmine WayAtlanta, GA 30331",30331,Fulton,4.0,3.5,3224.0,0.194,2022,,5324,875.0,2,565000
1075,"889 Proctor Oaks StreetAtlanta, GA 30318",30318,Fulton,4.0,3.5,2272.0,0.07,2015,7.0,4573,3000.0,2,565000
1076,"1605 Trailview Way NEAtlanta, GA 30329",30329,DeKalb,4.0,3.5,3561.0,0.04,2013,,7724,0.0,2,566000
1077,"2378 Crescent ParkAtlanta, GA 30339",30339,Cobb,3.0,3.5,,0.03,2006,7.0,5363,3720.0,2,567000
1078,"4840 Sultana Way SWAtlanta, GA 30331",30331,Fulton,5.0,4.0,4032.0,0.2,2021,4.0,6192,495.0,2,568900
1079,"1099 Briar Vista Terrace NEAtlanta, GA 30324",30324,DeKalb,3.0,2.0,,0.2,1951,,1142,0.0,2,569000
1080,"979 Sims NWAtlanta, GA 30318",30318,Fulton,8.0,6.0,3000.0,0.24,2004,3.0,4079,0.0,2,569000
1081,"3481 Lakeside Drive NE Unit: TS3Atlanta, GA 30326",30326,Fulton,2.0,2.5,1614.0,0.037,1990,7.0,6935,14064.0,2,569000
1082,"1365 Stirling Circle NWAtlanta, GA 30318",30318,Fulton,2.0,2.5,1832.0,0.032,2007,7.0,4953,4200.0,2,569900
1083,"62 CHESTER Avenue SEAtlanta, GA 30316",30316,Fulton,,,,0.054,1920,1.0,6821,0.0,2,570000
1084,"813 Palatine Avenue SEAtlanta, GA 30316",30316,Fulton,3.0,2.5,1357.0,0.187,1939,1.0,2770,0.0,2,570000
1085,"3235 Roswell Road NE Unit: 917Atlanta, GA 30305",30305,Fulton,2.0,2.0,1720.0,0.04,1999,5.0,9797,12972.0,2,570000
1086,"3215 Thicket LaneAtlanta, GA 30349",30349,Fulton,4.0,3.5,,0.22,2024,,0,650.0,2,574470
1087,"2852 Overlook CourtAtlanta, GA 30324",30324,Fulton,4.0,3.0,3300.0,0.051,2007,5.0,7543,2700.0,2,574900
1088,"798 Martin Street SEAtlanta, GA 30315",30315,Fulton,3.0,3.0,1680.0,0.051,2019,,3956,0.0,2,574999
1089,"3709 AllegrettoAtlanta, GA 30339",30339,Cobb,3.0,3.5,1746.0,,2020,8.0,5250,3048.0,2,575000
1090,"3280 Stillhouse Lane SE Unit: 108Atlanta, GA 30339",30339,Cobb,2.0,2.5,,0.05,2005,6.0,1926,9300.0,2,575000
1091,"748 Pasley Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,1.0,,0.3,1951,,6376,0.0,2,575000
1092,"850 Piedmont Avenue NE Unit: 2607Atlanta, GA 30308",30308,Fulton,2.0,2.0,1512.0,0.035,2000,5.0,9233,7836.0,2,575000
1093,"434 Marietta Street NW Unit: 403Atlanta, GA 30313",30313,Fulton,1.0,1.0,1838.0,,1998,4.0,4891,4200.0,2,575000
1094,"952 OpelousasAtlanta, GA 30328",30328,Fulton,4.0,3.5,2718.0,0.062,2013,1.0,4894,350.0,2,575000
1095,"196 Hutchinson Street NEAtlanta, GA 30307",30307,DeKalb,3.0,2.0,,0.2,1920,3.0,997,0.0,2,575000
1096,"2444 Windon CourtAtlanta, GA 30360",30360,DeKalb,4.0,2.5,2312.0,0.5,1972,,4769,0.0,2,575000
1097,"2870 Pharr Court S Unit: 3004Atlanta, GA 30305",30305,Fulton,1.0,2.5,1703.0,0.1,1988,5.0,4098,12036.0,2,575000
1098,"170 Boulevard SE Unit: E209Atlanta, GA 30312",30312,Fulton,2.0,2.0,1858.0,0.04,2007,4.0,4912,8772.0,2,575000
1099,"530 Glenaire Walk SEAtlanta, GA 30316",30316,DeKalb,3.0,2.5,2410.0,0.2,2014,7.0,6168,500.0,2,575000
1100,"1630 Ezra Church NWAtlanta, GA 30314",30314,Fulton,5.0,3.5,2956.0,0.222,1950,,2200,0.0,2,575000
1101,"3180 Mathieson NE Unit: 705Atlanta, GA 30305",30305,Fulton,2.0,2.0,1200.0,0.027,2001,9.0,4786,7332.0,2,575000
1102,"866 NE Armand CourtAtlanta, GA 30324",30324,Fulton,3.0,2.0,1334.0,0.25,1959,1.0,6556,0.0,2,575000
1103,"216 NW Burbank DriveAtlanta, GA 30314",30314,Fulton,4.0,3.0,1610.0,0.161,2006,,5060,0.0,2,575000
1104,"3219 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,4.5,,,2024,,0,650.0,2,577970
1105,"2723 Milestone  Unit: 5Atlanta, GA 30331",30331,Fulton,5.0,3.0,3024.0,0.125,2023,2.0,1,0.0,2,578701
1106,"3738 Briarcliff RoadAtlanta, GA 30345",30345,DeKalb,3.0,2.0,2036.0,0.5,1960,,1473,0.0,2,579000
1107,"979 Sims Avenue NWAtlanta, GA 30318",30318,Fulton,,,,0.24,2004,3.0,4079,0.0,2,579000
1108,"1255 Grant Street SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,1460.0,0.189,1920,,377,0.0,2,579900
1109,"1160 Ormewood Avenue  Unit: 17Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,580000
1110,"3474 JasmineAtlanta, GA 30331",30331,Fulton,5.0,4.0,3842.0,0.194,2022,4.0,7100,875.0,2,580000
1111,"75 Fourteenth Street  Unit: 3740Atlanta, GA 30309",30309,Fulton,1.0,1.0,988.0,0.022,1992,6.0,7790,0.0,2,580000
1112,"197 Chestnut CircleAtlanta, GA 30342",30342,Fulton,3.0,3.0,1369.0,0.019,2021,4.0,6241,185.0,2,582000
1113,"1291 Longreen Terrace NW Unit: 6Atlanta, GA 30318",30318,Fulton,3.0,2.5,,,2023,3.0,0,2580.0,2,584199
1114,"2327 Mason Drive  Unit: D-23Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,584900
1115,"3585 Stewart RoadAtlanta, GA 30340",30340,DeKalb,4.0,3.0,,0.8,1949,,5544,0.0,2,585000
1116,"232 Woodstone CourtAtlanta, GA 30331",30331,Fulton,5.0,4.0,4443.0,0.25,2019,7.0,4746,450.0,2,585000
1117,"2145 Park TerraceAtlanta, GA 30337",30337,Fulton,4.0,3.5,,0.154,2023,3.0,1,0.0,2,585000
1118,"3679 WartraceAtlanta, GA 30331",30331,Fulton,6.0,4.0,,0.21,2020,6.0,5344,875.0,2,585000
1119,"2608 Laurelwood RoadAtlanta, GA 30360",30360,DeKalb,3.0,2.0,2916.0,1.3,1964,5.0,6122,0.0,2,585000
1120,"1716 Edgehill Manor Street NEAtlanta, GA 30317",30317,DeKalb,3.0,3.5,1591.0,,2019,4.0,7078,195.0,2,585000
1121,"3695 Trout LilyAtlanta, GA 30349",30349,Fulton,6.0,4.0,4222.0,0.35,2008,5.0,4224,1200.0,2,585000
1122,"466 Latta StreetAtlanta, GA 30308",30308,Fulton,3.0,3.0,1152.0,0.029,2021,3.0,9521,0.0,2,585000
1123,"1289 Longreen Terrace NW Unit: 11Atlanta, GA 30318",30318,Fulton,2.0,2.0,,,2024,3.0,0,2340.0,2,585428
1124,"825 Beryl Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,,0.105,2023,,1036,0.0,2,589000
1125,"20 10th NW Unit: 901Atlanta, GA 30309",30309,Fulton,2.0,2.0,1478.0,0.034,2007,4.0,2023,12780.0,2,589000
1126,"850 Piedmont Avenue NE Unit: 1604Atlanta, GA 30308",30308,Fulton,2.0,2.0,,0.035,2000,6.0,5438,7344.0,2,589900
1127,"1160 Ormewood Avenue  Unit: 9Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,589900
