,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price,lat,long
1065,"855 Peachtree Street NE Unit: 2614Atlanta, GA 30308",30308,Fulton,2.0,2.0,1000.0,0.023,2008,3.0,6637,8376.0,2,560000,33.7777998,-84.383904
1066,"928 Shadowridge Drive SEAtlanta, GA 30316",30316,DeKalb,3.0,3.0,1574.0,0.3,1952,,4668,0.0,2,560000,33.72820250000001,-84.3431523
1067,"972 Dekalb Avenue  Unit: 203Atlanta, GA 30307",30307,Fulton,2.0,2.0,,0.028,2008,2.0,5641,0.0,2,560000,33.7558402,-84.355588
1068,"1691 Ezra Church NWAtlanta, GA 30314",30314,Fulton,4.0,3.0,2502.0,0.276,1957,,3009,0.0,2,560000,33.7625008,-84.44225259999999
1069,"132 Leslie StreetAtlanta, GA 30317",30317,DeKalb,5.0,2.0,,,1925,2.0,7983,0.0,2,560000,33.7499632,-84.34292800000001
1070,"3682 Bradford Way  Unit: 21Atlanta, GA 30331",30331,Fulton,4.0,2.5,2822.0,0.125,2023,2.0,1,0.0,2,563268,33.679687,-84.514657
1071,"4890 Sultana SW WayAtlanta, GA 30331",30331,Fulton,5.0,3.0,3162.0,,2024,8.0,1908,650.0,2,564759,33.6648459,-84.54965609999999
1072,"3083 Camden SWAtlanta, GA 30331",30331,Fulton,5.0,4.0,4072.0,0.37,2007,2.0,3300,600.0,2,564900,33.6694849,-84.50898719999999
1073,"260 18th Street NW Unit: 10226Atlanta, GA 30363",30363,Fulton,3.0,3.0,2088.0,0.024,2005,5.0,6772,10968.0,2,565000,33.7922017,-84.3968282
1074,"3466 Jasmine WayAtlanta, GA 30331",30331,Fulton,4.0,3.5,3224.0,0.194,2022,,5324,875.0,2,565000,33.661241,-84.54466959999999
1075,"889 Proctor Oaks StreetAtlanta, GA 30318",30318,Fulton,4.0,3.5,2272.0,0.07,2015,7.0,4573,3000.0,2,565000,33.7888977,-84.4506105
1076,"1605 Trailview Way NEAtlanta, GA 30329",30329,DeKalb,4.0,3.5,3561.0,0.04,2013,,7724,0.0,2,566000,33.8445139,-84.322891
1077,"2378 Crescent ParkAtlanta, GA 30339",30339,Cobb,3.0,3.5,,0.03,2006,7.0,5363,3720.0,2,567000,33.8938006,-84.4725246
1078,"4840 Sultana Way SWAtlanta, GA 30331",30331,Fulton,5.0,4.0,4032.0,0.2,2021,4.0,6192,495.0,2,568900,33.6624944,-84.5498751
1079,"1099 Briar Vista Terrace NEAtlanta, GA 30324",30324,DeKalb,3.0,2.0,,0.2,1951,,1142,0.0,2,569000,33.8105301,-84.33940659999999
1080,"979 Sims NWAtlanta, GA 30318",30318,Fulton,8.0,6.0,3000.0,0.24,2004,3.0,4079,0.0,2,569000,33.7813912,-84.453401
1081,"3481 Lakeside Drive NE Unit: TS3Atlanta, GA 30326",30326,Fulton,2.0,2.5,1614.0,0.037,1990,7.0,6935,14064.0,2,569000,33.8490826,-84.3571439
1082,"1365 Stirling Circle NWAtlanta, GA 30318",30318,Fulton,2.0,2.5,1832.0,0.032,2007,7.0,4953,4200.0,2,569900,33.7938987,-84.4281702
1083,"62 CHESTER Avenue SEAtlanta, GA 30316",30316,Fulton,,,,0.054,1920,1.0,6821,0.0,2,570000,33.7522484,-84.35892100000001
1084,"813 Palatine Avenue SEAtlanta, GA 30316",30316,Fulton,3.0,2.5,1357.0,0.187,1939,1.0,2770,0.0,2,570000,33.73223230000001,-84.3567722
1085,"3235 Roswell Road NE Unit: 917Atlanta, GA 30305",30305,Fulton,2.0,2.0,1720.0,0.04,1999,5.0,9797,12972.0,2,570000,33.8438463,-84.37861190000001
1086,"3215 Thicket LaneAtlanta, GA 30349",30349,Fulton,4.0,3.5,,0.22,2024,,0,650.0,2,574470,33.6684808,-84.634578
1087,"2852 Overlook CourtAtlanta, GA 30324",30324,Fulton,4.0,3.0,3300.0,0.051,2007,5.0,7543,2700.0,2,574900,33.8333429,-84.3590712
1088,"798 Martin Street SEAtlanta, GA 30315",30315,Fulton,3.0,3.0,1680.0,0.051,2019,,3956,0.0,2,574999,33.7328283,-84.3840027
1089,"3709 AllegrettoAtlanta, GA 30339",30339,Cobb,3.0,3.5,1746.0,,2020,8.0,5250,3048.0,2,575000,33.85731,-84.47925049999999
1090,"3280 Stillhouse Lane SE Unit: 108Atlanta, GA 30339",30339,Cobb,2.0,2.5,,0.05,2005,6.0,1926,9300.0,2,575000,33.8741972,-84.46292059999999
1091,"748 Pasley Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,1.0,,0.3,1951,,6376,0.0,2,575000,33.7337356,-84.337299
1092,"850 Piedmont Avenue NE Unit: 2607Atlanta, GA 30308",30308,Fulton,2.0,2.0,1512.0,0.035,2000,5.0,9233,7836.0,2,575000,33.7781128,-84.3823948
1093,"434 Marietta Street NW Unit: 403Atlanta, GA 30313",30313,Fulton,1.0,1.0,1838.0,,1998,4.0,4891,4200.0,2,575000,33.7645752,-84.397666
1094,"952 OpelousasAtlanta, GA 30328",30328,Fulton,4.0,3.5,2718.0,0.062,2013,1.0,4894,350.0,2,575000,33.9587899,-84.3562336
1095,"196 Hutchinson Street NEAtlanta, GA 30307",30307,DeKalb,3.0,2.0,,0.2,1920,3.0,997,0.0,2,575000,33.7590534,-84.3409559
1096,"2444 Windon CourtAtlanta, GA 30360",30360,DeKalb,4.0,2.5,2312.0,0.5,1972,,4769,0.0,2,575000,33.8171645,-84.3334399
1097,"2870 Pharr Court S Unit: 3004Atlanta, GA 30305",30305,Fulton,1.0,2.5,1703.0,0.1,1988,5.0,4098,12036.0,2,575000,33.8337828,-84.3855828
1098,"170 Boulevard SE Unit: E209Atlanta, GA 30312",30312,Fulton,2.0,2.0,1858.0,0.04,2007,4.0,4912,8772.0,2,575000,33.7511212,-84.36880579999999
1099,"530 Glenaire Walk SEAtlanta, GA 30316",30316,DeKalb,3.0,2.5,2410.0,0.2,2014,7.0,6168,500.0,2,575000,33.7396707,-84.3300668
1100,"1630 Ezra Church NWAtlanta, GA 30314",30314,Fulton,5.0,3.5,2956.0,0.222,1950,,2200,0.0,2,575000,33.7603418,-84.4412351
1101,"3180 Mathieson NE Unit: 705Atlanta, GA 30305",30305,Fulton,2.0,2.0,1200.0,0.027,2001,9.0,4786,7332.0,2,575000,33.8417737,-84.3775
1102,"866 NE Armand CourtAtlanta, GA 30324",30324,Fulton,3.0,2.0,1334.0,0.25,1959,1.0,6556,0.0,2,575000,33.8157356,-84.3592367
1103,"216 NW Burbank DriveAtlanta, GA 30314",30314,Fulton,4.0,3.0,1610.0,0.161,2006,,5060,0.0,2,575000,33.74941,-84.42851429999999
1104,"3219 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,4.5,,,2024,,0,650.0,2,577970,33.6684808,-84.634578
1105,"2723 Milestone  Unit: 5Atlanta, GA 30331",30331,Fulton,5.0,3.0,3024.0,0.125,2023,2.0,1,0.0,2,578701,33.678992,-84.51571899999999
1106,"3738 Briarcliff RoadAtlanta, GA 30345",30345,DeKalb,3.0,2.0,2036.0,0.5,1960,,1473,0.0,2,579000,33.8451888,-84.2878477
1107,"979 Sims Avenue NWAtlanta, GA 30318",30318,Fulton,,,,0.24,2004,3.0,4079,0.0,2,579000,33.7813912,-84.453401
1108,"1255 Grant Street SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,1460.0,0.189,1920,,377,0.0,2,579900,33.7203549,-84.37693709999999
1109,"1160 Ormewood Avenue  Unit: 17Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,580000,33.7343221,-84.34964509999999
1110,"3474 JasmineAtlanta, GA 30331",30331,Fulton,5.0,4.0,3842.0,0.194,2022,4.0,7100,875.0,2,580000,33.6600685,-84.5446869
1111,"75 Fourteenth Street  Unit: 3740Atlanta, GA 30309",30309,Fulton,1.0,1.0,988.0,0.022,1992,6.0,7790,0.0,2,580000,33.7861678,-84.38530039999999
1112,"197 Chestnut CircleAtlanta, GA 30342",30342,Fulton,3.0,3.0,1369.0,0.019,2021,4.0,6241,185.0,2,582000,33.877111,-84.3825
1113,"1291 Longreen Terrace NW Unit: 6Atlanta, GA 30318",30318,Fulton,3.0,2.5,,,2023,3.0,0,2580.0,2,584199,33.7901538,-84.4218593
1114,"2327 Mason Drive  Unit: D-23Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,584900,33.8094905,-84.318256
1115,"3585 Stewart RoadAtlanta, GA 30340",30340,DeKalb,4.0,3.0,,0.8,1949,,5544,0.0,2,585000,33.8960517,-84.27384339999999
1116,"232 Woodstone CourtAtlanta, GA 30331",30331,Fulton,5.0,4.0,4443.0,0.25,2019,7.0,4746,450.0,2,585000,33.6784036,-84.5908686
1117,"2145 Park TerraceAtlanta, GA 30337",30337,Fulton,4.0,3.5,,0.154,2023,3.0,1,0.0,2,585000,33.6611962,-84.4593316
1118,"3679 WartraceAtlanta, GA 30331",30331,Fulton,6.0,4.0,,0.21,2020,6.0,5344,875.0,2,585000,33.6567616,-84.5399315
1119,"2608 Laurelwood RoadAtlanta, GA 30360",30360,DeKalb,3.0,2.0,2916.0,1.3,1964,5.0,6122,0.0,2,585000,33.9308436,-84.28093849999999
1120,"1716 Edgehill Manor Street NEAtlanta, GA 30317",30317,DeKalb,3.0,3.5,1591.0,,2019,4.0,7078,195.0,2,585000,33.755766,-84.329662
1121,"3695 Trout LilyAtlanta, GA 30349",30349,Fulton,6.0,4.0,4222.0,0.35,2008,5.0,4224,1200.0,2,585000,33.6534858,-84.5259257
1122,"466 Latta StreetAtlanta, GA 30308",30308,Fulton,3.0,3.0,1152.0,0.029,2021,3.0,9521,0.0,2,585000,33.7670973,-84.3728016
1123,"1289 Longreen Terrace NW Unit: 11Atlanta, GA 30318",30318,Fulton,2.0,2.0,,,2024,3.0,0,2340.0,2,585428,33.7901538,-84.4218593
1124,"825 Beryl Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,,0.105,2023,,1036,0.0,2,589000,33.7323574,-84.4074448
1125,"20 10th NW Unit: 901Atlanta, GA 30309",30309,Fulton,2.0,2.0,1478.0,0.034,2007,4.0,2023,12780.0,2,589000,33.7812881,-84.388199
1126,"850 Piedmont Avenue NE Unit: 1604Atlanta, GA 30308",30308,Fulton,2.0,2.0,,0.035,2000,6.0,5438,7344.0,2,589900,33.7781098,-84.3823948
1127,"1160 Ormewood Avenue  Unit: 9Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,589900,33.7343221,-84.34964509999999
1128,"1160 Ormewood Avenue  Unit: 10Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,589900,33.7343221,-84.34964509999999
1129,"3150 SW Esplanade CircleAtlanta, GA 30331",30331,Fulton,5.0,3.5,3832.0,0.2,2004,,3919,0.0,2,589900,33.7054455,-84.4955272
1130,"3445 Stratford Road  Unit: #Atlanta, GA 30326",30326,Fulton,2.0,2.0,1776.0,0.041,2006,7.0,5487,11103.0,2,590000,33.8509119,-84.3674715
1131,"4510 Bridgeway RoadAtlanta, GA 30331",30331,Fulton,6.0,4.0,3968.0,0.33,2020,2.0,4759,875.0,2,590000,33.6580652,-84.54232689999999
1132,"2325 Mason Drive  Unit: D-22Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,592900,33.7121284,-84.4038265
1133,"455 Eastside Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,3.0,1700.0,0.4,1925,2.0,6400,0.0,2,594900,33.7416531,-84.34021249999999
1134,"317 Mcpherson PlaceAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1500.0,0.1,1930,,5015,0.0,2,595000,33.7448385,-84.34218849999999
1135,"1871 Iona Drive SEAtlanta, GA 30316",30316,DeKalb,4.0,3.5,2040.0,0.3,2023,,3546,0.0,2,595000,33.737383,-84.3172029
1136,"33 SE Meldon Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.5,2617.0,0.149,2021,4.0,4317,0.0,2,598000,33.711506,-84.3843277
1137,"1283 Blairwood CourtAtlanta, GA 30331",30331,Fulton,6.0,4.0,4287.0,0.645,2013,2.0,6118,625.0,2,599000,33.7197752,-84.5517232
1138,"270 17th Street NW Unit: 2410Atlanta, GA 30363",30363,Fulton,2.0,2.0,1828.0,0.042,2009,3.0,5695,10152.0,2,599000,33.7910241,-84.3976047
1139,"2302 Tanglewood Circle NEAtlanta, GA 30345",30345,DeKalb,4.0,3.0,2294.0,1.9,1960,,4866,0.0,2,599000,33.8524144,-84.3116125
1140,"1169 Rambler CrossAtlanta, GA 30312",30312,Fulton,3.0,3.5,2074.0,0.033,2018,6.0,6232,190.0,2,599000,33.7229532,-84.36308100000001
1141,"1330 Adams Drive SWAtlanta, GA 30311",30311,Fulton,4.0,3.5,,0.727,2022,,1184,0.0,2,599000,33.7191564,-84.4859271
1142,"460 SW CARRIAGE GATEAtlanta, GA 30331",30331,Fulton,4.0,3.5,3373.0,0.605,2001,5.0,5177,1700.0,2,599000,33.7064652,-84.5390802
1143,"408 Deering NWAtlanta, GA 30309",30309,Fulton,2.0,2.0,,0.201,1908,,8090,0.0,2,599000,33.7959557,-84.4014459
1144,"987 Alloway Place SEAtlanta, GA 30316",30316,Fulton,3.0,3.0,1820.0,0.204,1929,5.0,3580,0.0,2,599000,33.7273298,-84.3561563
1145,"788 W Marietta NW Unit: UNIT 1409Atlanta, GA 30318",30318,Fulton,2.0,2.5,1316.0,0.03,2020,4.0,10232,4680.0,2,599800,33.7797984,-84.4134416
1146,"77 Peachtree Place NE Unit: 109Atlanta, GA 30309",30309,Fulton,2.0,2.0,1406.0,0.032,2001,8.0,5478,0.0,2,599900,33.7805098,-84.3852347
1147,"75 14th Street NE Unit: 3830Atlanta, GA 30309",30309,Fulton,1.0,1.0,746.0,0.017,1992,5.0,3729,0.0,2,599900,33.7861678,-84.38530039999999
1148,"270 17th Street NW Unit: 1910Atlanta, GA 30363",30363,Fulton,2.0,2.5,1728.0,,2009,6.0,6077,10164.0,2,599900,33.7908666,-84.3975912
1149,"1053 Riverbend Club Drive SEAtlanta, GA 30339",30339,Cobb,2.0,2.5,1538.0,,1972,1.0,3621,3600.0,2,599900,33.8986913,-84.44317989999999
1150,"4619 Ivygate Circle SEAtlanta, GA 30339",30339,Cobb,5.0,3.5,,0.034,2001,4.0,5554,5400.0,2,599900,33.8448144,-84.4846499
1151,"462 Kendrick Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.0,1926.0,0.137,1939,,7604,0.0,2,599900,33.729458,-84.3722969
1152,"241 Maynard Terrace  Unit: 16Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2231.0,0.03,2024,4.0,38,197.0,2,599900,33.7463109,-84.33387619999999
1153,"4335 Parkside PlaceAtlanta, GA 30342",30342,Fulton,2.0,3.0,1801.0,0.018,2019,4.0,5303,3480.0,2,599900,33.8851137,-84.3780776
1154,"775 Juniper Street NE Unit: 223Atlanta, GA 30308",30308,Fulton,2.0,2.0,1412.0,1.819,2020,6.0,1,7296.0,2,599900,33.7753625,-84.38255219999999
1155,"190 Adair Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,5.5,3167.0,0.222,2021,4.0,6292,0.0,2,599999,33.7064523,-84.3818438
1156,"3280 Stillhouse Lane SE Unit: 303Atlanta, GA 30339",30339,Cobb,3.0,3.5,2305.0,0.05,2005,6.0,1362,897.0,2,600000,33.8741972,-84.46292059999999
1157,"2351 Doreen Court NEAtlanta, GA 30345",30345,DeKalb,3.0,3.0,3060.0,0.4,1963,5.0,4890,0.0,2,600000,33.8538914,-84.2796224
1158,"712 Gaskill Street SEAtlanta, GA 30316",30316,Fulton,,,,0.101,1920,4.0,3297,0.0,2,600000,33.7483641,-84.3641244
1159,"712 Gaskill Street SEAtlanta, GA 30316",30316,Fulton,2.0,2.0,1632.0,0.101,1920,4.0,3297,0.0,2,600000,33.7483641,-84.3641244
1160,"478 Sunset Avenue NWAtlanta, GA 30318",30318,Fulton,,,,0.23,2005,,6942,0.0,2,600000,33.7677288,-84.4101878
1161,"2500 WoodwardAtlanta, GA 30349",30349,Fulton,3.0,1.5,,1.7,1963,,1512,0.0,2,600000,33.5788234,-84.4717546
1162,"700 Park Regency Place NE Unit: 706Atlanta, GA 30326",30326,Fulton,3.0,2.5,,0.038,2001,8.0,5669,14657.0,2,605000,33.8545875,-84.3646611
1163,"2333 Mason Drive  Unit: D-26Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,605900,33.723039,-84.3436881
1164,"700 Park Regency Place  Unit: 704Atlanta, GA 30326",30326,Fulton,2.0,2.5,,0.038,2001,3.0,5572,1007.0,2,609900,33.8546023,-84.3650175
1165,"775 Juniper Street NE Unit: 615Atlanta, GA 30308",30308,Fulton,2.0,2.0,1282.0,1.819,2020,6.0,10538,6612.0,2,609900,33.7753625,-84.38255219999999
1166,"775 Juniper Street NE Unit: 305Atlanta, GA 30308",30308,Fulton,2.0,2.0,1380.0,1.819,2020,6.0,0,7296.0,2,609900,33.7753625,-84.38255219999999
1167,"1179 EdgefieldAtlanta, GA 30310",30310,Fulton,5.0,4.5,2600.0,1.0,2023,,1580,0.0,2,609900,33.7234747,-84.4304985
1168,"643 Grady Place SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1344.0,0.121,1920,,4478,0.0,2,609999,33.7375522,-84.42681639999999
1169,"1052 Windsor Street SWAtlanta, GA 30310",30310,Fulton,4.0,2.5,2400.0,0.103,2023,6.0,1699,0.0,2,610000,33.7261475,-84.3981324
1170,"661 SW Hugh StreetAtlanta, GA 30310",30310,Fulton,4.0,3.0,1914.0,0.14,2023,6.0,829,0.0,2,610000,33.7321902,-84.42251859999999
1171,"2329 Mason Drive  Unit: D-24Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,612900,33.8094905,-84.318256
1172,"1222 Mcpherson Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1306.0,0.2,1922,,5015,0.0,2,614490,33.7437947,-84.3475678
1173,"750 Winton Way  Unit: 94Atlanta, GA 30312",30312,Fulton,3.0,3.5,2074.0,0.074,2017,7.0,7016,2340.0,2,615000,33.7239292,-84.3625727
1174,"1090 Welch Street SWAtlanta, GA 30310",30310,Fulton,5.0,3.0,,0.119,2023,1.0,1630,0.0,2,615000,33.7251788,-84.40460630000001
1175,"2215 PlantationAtlanta, GA 30341",30341,DeKalb,4.0,3.0,1776.0,0.3,1950,,4084,0.0,2,615000,33.8992049,-84.3016021
1176,"490 Marietta NW Unit: 104Atlanta, GA 30313",30313,Fulton,2.0,2.0,,0.044,1945,6.0,5259,7872.0,2,619000,33.7666197,-84.3979651
1177,"1794 Dekalb Avenue NEAtlanta, GA 30307",30307,DeKalb,4.0,3.5,2519.0,0.1,2007,2.0,0,1800.0,2,619900,33.7608006,-84.32894569999999
1178,"1631 Morningtide Court NEAtlanta, GA 30324",30324,Fulton,3.0,3.5,1600.0,0.019,2020,6.0,8758,3420.0,2,619999,33.8098561,-84.364032
1179,"1160 Ormewood Avenue  Unit: 2Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,620000,33.7343221,-84.34964509999999
1180,"2435 Figaro DriveAtlanta, GA 30339",30339,Cobb,3.0,3.5,2340.0,0.02,2019,5.0,6676,225.0,2,620000,33.8579305,-84.47858
1181,"1820 Peachtree Street  Unit: 604Atlanta, GA 30309",30309,Fulton,2.0,2.5,1521.0,0.035,2010,6.0,10134,0.0,2,620000,33.805175,-84.39431909999999
1182,"1294 Longreen Terrace Unit 1 NWAtlanta, GA 30318",30318,Fulton,3.0,2.5,,,2024,2.0,0,3372.0,2,620256,33.7901538,-84.4218593
1183,"1338 Lucile Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1936.0,0.157,1930,6.0,2134,0.0,2,623900,33.7421605,-84.43154899999999
1184,"2548 Kickerillo WayAtlanta, GA 30316",30316,DeKalb,4.0,4.0,,0.24,2007,,9123,1000.0,2,624000,33.7207151,-84.3437908
1185,"511 Blake AvenueAtlanta, GA 30316",30316,DeKalb,4.0,4.0,,0.1,1940,,73849,0.0,2,624900,33.740367,-84.33849909999999
1186,"340 Eugenia Street SW Unit: 504Atlanta, GA 30312",30312,Fulton,4.0,2.5,1850.0,0.234,2023,4.0,1527,2436.0,2,624900,33.7426431,-84.3991063
1187,"2626 Peachtree NW Unit: 1807Atlanta, GA 30305",30305,Fulton,3.0,3.0,,0.048,2005,6.0,4338,13908.0,2,624900,33.8260437,-84.3880456
1188,"590 Seminole AvenueAtlanta, GA 30307",30307,Fulton,4.0,2.0,1659.0,0.15,1920,3.0,3727,0.0,2,624900,33.770399,-84.3510573
1189,"845 Ridge Avenue NWAtlanta, GA 30318",30318,Fulton,,,,0.28,2002,,7003,0.0,2,624999,33.7780852,-84.46801359999999
1190,"2693 MemorialAtlanta, GA 30317",30317,DeKalb,4.0,3.0,2405.0,0.2,1938,,4201,0.0,2,624999,33.7469385,-84.29886789999999
1191,"170 Boulevard SE Unit: E116Atlanta, GA 30312",30312,Fulton,2.0,2.0,1857.0,,2007,5.0,8159,8316.0,2,625000,33.75111589999999,-84.3687956
1192,"133 Hillside Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.5,4223.0,0.432,1938,4.0,2332,0.0,2,625000,33.7038327,-84.38400320000001
1193,"2918 Level Ridge Rd SeAtlanta, GA 30354",30354,Fulton,4.0,4.0,2507.0,0.29,2024,,657,0.0,2,625000,33.675237,-84.37925
1194,"2660 Peachtree Road NW Unit: 30BAtlanta, GA 30305",30305,Fulton,1.0,1.0,,0.034,1987,4.0,9240,0.0,2,625000,33.8392462,-84.3795971
1195,"700 Park Regency Place NE Unit: 1106Atlanta, GA 30326",30326,Fulton,2.0,2.5,,0.038,2001,5.0,5544,14640.0,2,625000,33.8545291,-84.36485760000001
1196,"2607 Hawthorne Drive NEAtlanta, GA 30345",30345,DeKalb,3.0,2.0,1951.0,0.7,1960,,5084,0.0,2,625000,33.862674,-84.2722186
1197,"549 Parkway Drive NEAtlanta, GA 30308",30308,Fulton,2.0,2.0,1578.0,0.129,1985,6.0,5727,0.0,2,625000,33.7694007,-84.37272809999999
1198,"4715 Regency Trace SWAtlanta, GA 30331",30331,Fulton,5.0,4.0,4200.0,0.847,2001,2.0,7140,1700.0,2,625000,33.70762390000001,-84.542245
1199,"578 Broadview Place NEAtlanta, GA 30324",30324,Fulton,3.0,3.0,,0.037,2018,,8500,1800.0,2,625000,33.8218275,-84.3645392
1200,"2950 Mount Wilkinson SE Unit: 505Atlanta, GA 30339",30339,Cobb,2.0,2.0,,0.03,2006,1.0,5628,7752.0,2,625000,33.8694068,-84.4676265
1201,"290 Dilbeck Place NEAtlanta, GA 30342",30342,Fulton,2.0,2.5,1412.0,0.028,2022,1.0,8783,1800.0,2,625000,33.876921,-84.37779599999999
1202,"503 Rockwell SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2646.0,0.06,2023,,975,0.0,2,625000,33.7321223,-84.4041548
1203,"367 Parkway Drive NE Unit: 7Atlanta, GA 30312",30312,Fulton,2.0,2.5,1760.0,0.017,2023,7.0,6647,2700.0,2,625000,33.7646659,-84.3733646
1204,"3144 Parkridge CrescentAtlanta, GA 30341",30341,DeKalb,3.0,2.0,1755.0,0.6,1952,6.0,8449,0.0,2,629000,33.8806665,-84.316463
1205,"2110 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,2.0,1745.0,0.3,1915,2.0,7135,0.0,2,629000,33.7476142,-84.3187442
1206,"270 17th Street NW Unit: 3604Atlanta, GA 30363",30363,Fulton,2.0,3.0,2152.0,,2009,6.0,0,12648.0,2,629900,33.7910241,-84.3976047
1207,"241 Maynard Terrace  Unit: 14Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2255.0,0.03,2024,4.0,38,197.0,2,629900,33.7463081,-84.3337196
1208,"775 Juniper Street NE Unit: 509Atlanta, GA 30308",30308,Fulton,2.0,2.0,1282.0,1.819,2020,6.0,0,6624.0,2,629900,33.7753625,-84.38255219999999
1209,"1177 SW Arlington AvenueAtlanta, GA 30310",30310,Fulton,4.0,2.5,3332.0,0.18,2004,,3959,0.0,2,629900,33.7256114,-84.42642939999999
1210,"1249 Oxley LaneAtlanta, GA 30307",30307,DeKalb,3.0,3.5,,0.018,2021,5.0,2825,3900.0,2,630000,33.7546574,-84.3466256
1211,"285 Centennial Olympic Park Drive NW Unit: 1401Atlanta, GA 30313",30313,Fulton,2.0,2.5,1707.0,0.039,2002,7.0,7251,9372.0,2,634900,33.7625839,-84.3916608
1212,"199 Racine SWAtlanta, GA 30314",30314,Fulton,3.0,2.5,2404.0,0.355,1925,4.0,3548,0.0,2,635000,33.7497343,-84.441492
1213,"2266 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,3.0,1860.0,0.2,1939,4.0,4615,0.0,2,635000,33.7475577,-84.31325679999999
1214,"1196 Kendron  Unit: #3Atlanta, GA 30329",30329,DeKalb,4.0,4.5,2783.0,,2018,2.0,9238,220.0,2,635000,33.8143643,-84.3364948
1215,"4178 ButlerAtlanta, GA 30341",30341,DeKalb,4.0,3.5,2421.0,0.03,2018,4.0,6397,2200.0,2,635000,33.916932,-84.29683600000001
1216,"984 McDaniel Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2700.0,0.118,2023,1.0,509,0.0,2,639000,33.7282524,-84.40131070000001
1217,"499 SW Rockwell SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2676.0,0.063,2023,,970,0.0,2,639000,33.733257,-84.403604
1218,"1677 W North AvenueAtlanta, GA 30318",30318,Fulton,3.0,2.5,1711.0,0.55,1950,3.0,2784,0.0,2,639000,33.7946333,-84.44877199999999
1219,"308 Fair Street SWAtlanta, GA 30313",30313,Fulton,3.0,3.5,2268.0,0.059,2021,,8652,0.0,2,639900,33.7460141,-84.4020716
1220,"3481 Lakeside Drive NE Unit: TS4Atlanta, GA 30326",30326,Fulton,2.0,2.5,1614.0,0.037,1990,6.0,8409,11652.0,2,639900,33.8490826,-84.3571439
1221,"2335 Mason Drive  Unit: D-27Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,9548,199.0,2,644900,32.6879215,-84.8569245
1222,"2193 Park TerraceAtlanta, GA 30337",30337,Fulton,4.0,2.5,,0.229,2023,4.0,2228,0.0,2,645000,33.6612497,-84.46100539999999
1223,"3659 E Paces Walk NEAtlanta, GA 30326",30326,Fulton,3.0,3.0,,0.021,2010,6.0,8733,2520.0,2,645500,33.8496603,-84.3519098
1224,"45 Ivan Allen Jr Boulevard NW Unit: 2501Atlanta, GA 30308",30308,Fulton,2.0,2.0,,0.041,2010,5.0,6732,17712.0,2,648000,33.7648907,-84.3892334
1225,"1552 N Ellington Street SEAtlanta, GA 30317",30317,DeKalb,5.0,3.0,2548.0,0.2,1946,1.0,5005,0.0,2,649000,33.7477581,-84.2892871
1226,"1570 Flat Shoals Road SE Unit: 2Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2500.0,0.363,2024,5.0,1648,3000.0,2,649000,33.731088,-84.33631799999999
1227,"1080 Peachtree Street NE Unit: 1304Atlanta, GA 30309",30309,Fulton,2.0,2.0,1213.0,0.028,2008,4.0,8473,8316.0,2,649000,33.7839725,-84.38418399999999
1228,"1679 Eastside Parc  Unit: LOT 1Atlanta, GA 30316",30316,DeKalb,4.0,2.5,2201.0,0.33,2023,7.0,1,500.0,2,649900,33.7405111,-84.339982
