,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price,lat,long
898,"82 Werner Brook Way SWAtlanta, GA 30354",30354,Fulton,3.0,3.0,1941.0,,2024,4.0,1,160.0,2,331690,33.6653048,-84.3887136
899,"2781 ROLLINGWOOD LaneAtlanta, GA 30316",30316,DeKalb,3.0,1.5,1427.0,0.6,1955,,5555,0.0,2,332000,33.705986,-84.3158875
900,"92 Werner Brook Way SWAtlanta, GA 30354",30354,Fulton,3.0,3.0,1941.0,,2024,5.0,1,160.0,2,332090,33.6653048,-84.3887136
901,"2078 Bethel Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,1375.0,0.198,1942,5.0,1895,0.0,2,333000,33.7623089,-84.4560102
902,"2078 Bethel NWAtlanta, GA 30314",30314,Fulton,,,,0.198,1942,5.0,1895,0.0,2,333000,33.7623089,-84.4560102
903,"84 Werner Brook Way SWAtlanta, GA 30354",30354,Fulton,3.0,3.0,1941.0,,2024,5.0,1,160.0,2,333090,33.6653048,-84.3887136
904,"76 Werner Brook Way SWAtlanta, GA 30354",30354,Fulton,3.0,3.0,1941.0,,2024,4.0,1,160.0,2,333090,33.6653048,-84.3887136
905,"96 Werner Brook Way SWAtlanta, GA 30354",30354,Fulton,3.0,2.5,,,2024,4.0,0,1920.0,2,333690,33.6653048,-84.3887136
906,"90 Werner Brook Way SWAtlanta, GA 30354",30354,Fulton,3.0,3.0,1941.0,,2024,5.0,1,160.0,2,334490,33.6653048,-84.3887136
907,"992 Billings Avenue SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,1464.0,0.238,1956,,2043,0.0,2,334900,33.6999025,-84.3570187
908,"884 Coleman SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,1541.0,0.071,1920,2.0,2460,0.0,2,334900,33.7307999,-84.40378539999999
909,"244 Peters Street SW Unit: 3Atlanta, GA 30313",30313,Fulton,1.0,1.5,1486.0,0.034,1950,4.0,5371,5102.0,2,335000,33.7475726,-84.4009306
910,"3674 Saturn Drive NWAtlanta, GA 30331",30331,Fulton,3.0,3.0,1634.0,0.209,1960,2.0,310,0.0,2,335000,33.7767797,-84.50775809999999
911,"44 Peachtree Place NE Unit: # 1028Atlanta, GA 30309",30309,Fulton,1.0,1.0,768.0,0.018,2006,5.0,2297,0.0,2,335000,33.7800656,-84.38811860000001
912,"3399 Collier Court NWAtlanta, GA 30331",30331,Fulton,4.0,2.5,1066.0,0.327,1979,2.0,2487,0.0,2,335000,33.7675294,-84.49884639999999
913,"2468 Susan Lane SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,2422.0,0.349,1955,3.0,5315,0.0,2,335000,33.6874638,-84.507328
914,"2006 Lisbon Drive SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1281.0,0.356,1950,,50,0.0,2,335000,33.7028232,-84.4132016
915,"1029 Piedmont Avenue NE Unit: 404Atlanta, GA 30309",30309,Fulton,1.0,1.0,895.0,0.021,2001,5.0,2419,6852.0,2,335000,33.782773,-84.3798188
916,"1624 BEECHER Street SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,,0.206,1940,7.0,3595,0.0,2,335000,33.7334748,-84.4409237
917,"367 Andrew Hairston Place NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,1708.0,0.174,1920,,3600,0.0,2,335000,33.7647087,-84.413635
918,"1829 Roble DriveAtlanta, GA 30349",30349,Clayton,3.0,3.0,,,2007,,4643,0.0,2,335000,33.5962898,-84.4499819
919,"775 Juniper Street NE Unit: 515Atlanta, GA 30308",30308,Fulton,1.0,1.0,1020.0,0.023,2019,8.0,7283,0.0,2,500000,33.7753625,-84.38255219999999
920,"788 W Marietta Street NW Unit: 516Atlanta, GA 30318",30318,Fulton,2.0,2.0,1129.0,0.026,2020,4.0,8621,4671.0,2,500000,33.7797984,-84.4134416
921,"285 Centennial Olympic Park NW Unit: 2204Atlanta, GA 30313",30313,Fulton,2.0,2.0,1359.0,,2003,6.0,6009,0.0,2,500000,33.7625839,-84.3916605
922,"3300 Windy Ridge SE Unit: 609Atlanta, GA 30339",30339,Cobb,2.0,2.0,1300.0,0.03,2006,1.0,3923,8143.0,2,500000,33.90353810000001,-84.4566847
923,"2949 Horse Shoe SEAtlanta, GA 30316",30316,DeKalb,4.0,2.5,2990.0,0.5,2024,6.0,1507,0.0,2,500000,33.7001381,-84.3103587
924,"3636 Peachtree Road NE Unit: 405Atlanta, GA 30319",30319,Fulton,1.0,1.5,1425.0,0.033,1984,6.0,4164,8700.0,2,500000,33.8547579,-84.3577911
925,"3513 Vernadean SEAtlanta, GA 30339",30339,Cobb,3.0,2.5,2604.0,0.03,1992,3.0,5216,3300.0,2,500000,33.8671771,-84.4626266
926,"6640 E StubbsAtlanta, GA 30349",30349,Fulton,3.0,2.0,3462.0,11.38,1960,,5562,0.0,2,500000,33.6410041,-84.60160330000001
927,"841 Commonwealth Avenue SEAtlanta, GA 30312",30312,Fulton,3.0,3.5,1492.0,0.01,2005,3.0,3843,1800.0,2,505000,33.729818,-84.362571
928,"799 Dill Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,2378.0,0.182,1930,,2797,0.0,2,509000,33.7186184,-84.41402479999999
929,"290 Alamosa Path SWAtlanta, GA 30349",30349,Fulton,5.0,3.0,3672.0,0.25,2013,4.0,4039,480.0,2,509500,33.6595906,-84.5676055
930,"126 Beardon Circle  Unit: 2Atlanta, GA 30316",30316,Fulton,2.0,2.0,,,2024,4.0,0,2940.0,2,509711,33.7499854,-84.35640289999999
931,"396 Pratt Drive SE Unit: 1923Atlanta, GA 30315",30315,Fulton,2.0,2.0,1406.0,,2023,5.0,1,2940.0,2,509900,33.7250956,-84.3753778
932,"2475 Figaro Drive  Unit: UNIT 202Atlanta, GA 30339",30339,Cobb,2.0,3.5,1602.0,0.01,2021,6.0,4778,0.0,2,509900,33.8581353,-84.4793
933,"145 15th Street  Unit: 627Atlanta, GA 30309",30309,Fulton,2.0,3.5,1780.0,0.04,1974,,3476,0.0,2,509900,33.7880065,-84.3821281
934,"675 Ferris SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2434.0,0.172,2022,,3464,0.0,2,510000,33.7367534,-84.45418760000001
935,"1101 Arlington Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1984.0,0.204,1920,6.0,3722,0.0,2,510000,33.723917,-84.4238931
936,"1717 N Decatur Road  Unit: 104Atlanta, GA 30307",30307,DeKalb,1.0,2.0,1258.0,0.1,2002,7.0,5271,738.0,2,510000,33.788844,-84.319682
937,"1829 Hislop LaneAtlanta, GA 30345",30345,DeKalb,3.0,3.5,1880.0,,2018,1.0,5366,3360.0,2,510000,33.8505269,-84.31403780000001
938,"1298 Longreen Terrace NW Unit: 9Atlanta, GA 30318",30318,Fulton,2.0,2.5,,,2023,2.0,0,2400.0,2,512402,33.7901538,-84.4218593
939,"3217 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,2691.0,0.22,2024,,5000,650.0,2,513730,33.6684808,-84.634578
940,"3218 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.22,2024,,0,650.0,2,514650,33.6684808,-84.634578
941,"270 17th Street NW Unit: 1902Atlanta, GA 30363",30363,Fulton,2.0,2.5,,0.031,2015,7.0,3994,8304.0,2,514900,33.7908666,-84.3975912
942,"4627 Lanark Drive SWAtlanta, GA 30331",30331,Fulton,5.0,3.0,3974.0,0.706,2024,,1249,0.0,2,514900,33.7133569,-84.53926969999999
943,"928 Brookmere CourtAtlanta, GA 30349",30349,Fulton,5.0,3.0,2765.0,0.292,2022,6.0,0,575.0,2,514900,33.63514410000001,-84.5645359
944,"3067 Jefferson StreetAtlanta, GA 30341",30341,DeKalb,2.0,1.0,,0.3,1948,6.0,5295,0.0,2,515000,33.878514,-84.3102971
945,"530 Gracelyn Court SWAtlanta, GA 30331",30331,Fulton,5.0,3.0,,0.304,2005,9.0,6505,517.0,2,515000,33.6887257,-84.56402419999999
946,"1030 Portland Avenue SEAtlanta, GA 30316",30316,Fulton,3.0,2.5,1456.0,0.172,1940,5.0,2999,0.0,2,515000,33.7392172,-84.3539174
947,"3376 Triview  Unit: 13Atlanta, GA 30339",30339,Cobb,3.0,3.5,2376.0,0.02,2007,1.0,4733,2880.0,2,515000,33.870985,-84.4718402
948,"975 Welch Street SwAtlanta, GA 30310",30310,Fulton,3.0,2.5,2070.0,0.059,2021,,3120,0.0,2,515000,33.7283348,-84.4050646
949,"2502 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,3.5,1826.0,0.01,2024,3.0,0,4200.0,2,515460,33.7946333,-84.44877199999999
950,"3249 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.31,2024,,0,650.0,2,515965,33.6684808,-84.634578
951,"4805 Elm Leaf SWAtlanta, GA 30331",30331,Fulton,4.0,2.5,2406.0,0.37,2023,8.0,1908,650.0,2,517034,33.6647603,-84.5451002
952,"1130 Piedmont Avenue  Unit: 709Atlanta, GA 30309",30309,Fulton,2.0,2.0,1110.0,0.025,1988,6.0,6752,8504.0,2,519000,33.7856625,-84.37884199999999
953,"124 Lafayette Dr Ne  Unit: #6Atlanta, GA 30309",30309,Fulton,2.0,1.0,1336.0,261.0,1920,,3195,6679.0,2,519000,33.7890219,-84.3783411
954,"3636 Habersham Road NW Unit: 1401Atlanta, GA 30305",30305,Fulton,2.0,2.0,1740.0,0.039,1997,5.0,6059,7200.0,2,519900,33.8533205,-84.384255
955,"3248 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.31,2024,,6000,650.0,2,519920,33.6684808,-84.634578
956,"170 Boulevard SE Unit: E128Atlanta, GA 30312",30312,Fulton,2.0,2.0,1286.0,0.025,2007,6.0,7417,5760.0,2,519990,33.7511212,-84.36880579999999
957,"1158 Welch Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,,0.092,2023,3.0,599,0.0,2,520000,33.7233416,-84.4046231
958,"1280 Van Allen Mews NWAtlanta, GA 30318",30318,Fulton,2.0,2.5,1672.0,0.034,2005,8.0,4146,3696.0,2,520000,33.7913896,-84.42853439999999
959,"1102 Donnelly Avenue SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2023.0,0.17,2023,4.0,1640,0.0,2,520000,33.7308751,-84.4238858
960,"3129 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,520040,33.6684808,-84.634578
961,"3129 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,520040,33.6684808,-84.634578
962,"587 Virginia Avenue NE Unit: 1001Atlanta, GA 30306",30306,Fulton,2.0,2.0,1250.0,0.03,1990,,3039,4600.0,2,524000,33.7806347,-84.3682838
963,"145 15th NE Unit: 206Atlanta, GA 30309",30309,Fulton,2.0,2.5,1724.0,0.04,1972,5.0,4865,13452.0,2,524555,33.7883452,-84.38256539999999
964,"1516 Kay Lane NEAtlanta, GA 30306",30306,DeKalb,3.0,1.5,,0.3,1948,4.0,5466,0.0,2,524900,33.801628,-84.3379154
965,"3221 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.34,2024,,0,650.0,2,524990,33.6684808,-84.634578
966,"1031 State Street NW Unit: 104Atlanta, GA 30318",30318,Fulton,3.0,2.0,,0.031,1911,4.0,3281,5076.0,2,525000,33.782917,-84.3985581
967,"1649 Derry Avenue SWAtlanta, GA 30310",30310,Fulton,4.0,2.0,1600.0,0.172,1945,6.0,3097,0.0,2,525000,33.7436966,-84.4417381
968,"1021 Ada NWAtlanta, GA 30318",30318,Fulton,,,,0.342,2007,,4283,0.0,2,525000,33.78249,-84.464462
969,"146 Mellrich NEAtlanta, GA 30317",30317,DeKalb,3.0,2.0,1900.0,0.2,1950,,7648,0.0,2,525000,33.7564675,-84.3130513
970,"492 Hemlock Circle SEAtlanta, GA 30316",30316,Fulton,2.0,2.0,1605.0,0.13,1928,6.0,3851,0.0,2,525000,33.7405966,-84.35117199999999
971,"3300 Windy Ridge Parkway  Unit: 1312Atlanta, GA 30339",30339,Cobb,2.0,2.0,1478.0,0.03,2006,3.0,4431,9468.0,2,525000,33.90353810000001,-84.4566847
972,"3603 Spring DriveAtlanta, GA 30360",30360,Gwinnett,11.0,5.0,4000.0,0.46,1998,3.0,9253,0.0,2,525000,33.9358781,-84.2603295
973,"384 Ralph Mcgill Blvd  Unit: 308Atlanta, GA 30312",30312,Fulton,3.0,2.5,1818.0,0.04,2006,3.0,2921,737.0,2,525000,33.7645338,-84.37505569999999
974,"305 Dilbeck Circle  Unit: 30Atlanta, GA 30342",30342,Fulton,3.0,3.0,1370.0,,2023,1.0,0,1800.0,2,526089,33.8856615,-84.3699767
975,"943 Peachtree NE Unit: 1810Atlanta, GA 30309",30309,Fulton,2.0,2.0,,0.024,2003,6.0,4235,6480.0,2,526900,33.780409,-84.3834589
976,"1726 Jobeth AvenueAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1504.0,0.3,1947,,4791,0.0,2,529000,33.7330237,-84.3312586
977,"2677 CarusoAtlanta, GA 30339",30339,Cobb,3.0,3.5,1602.0,0.02,2023,7.0,5325,255.0,2,529000,33.8676889,-84.4645184
978,"1930 PinedaleAtlanta, GA 30314",30314,Fulton,3.0,2.5,,0.04,2023,,0,0.0,2,529000,33.7656055,-84.45023429999999
979,"1416 Mcpherson Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1602.0,0.2,1925,4.0,1330,0.0,2,529700,33.7443828,-84.341264
980,"3334 Peachtree Road NE Unit: 1406Atlanta, GA 30326",30326,Fulton,3.0,2.0,1660.0,0.038,1997,7.0,4579,9132.0,2,529900,33.8462397,-84.3688196
981,"1740 Emerald Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,,0.172,1948,2.0,1702,0.0,2,529900,33.7419106,-84.44473219999999
982,"775 Juniper Street NE Unit: 212Atlanta, GA 30308",30308,Fulton,1.0,1.0,1142.0,1.819,2020,6.0,1,5904.0,2,529900,33.7753625,-84.38255219999999
983,"3757 Allegretto CircleAtlanta, GA 30339",30339,Cobb,3.0,3.5,1864.0,0.02,2019,3.0,6406,3060.0,2,529900,33.8576161,-84.4787241
984,"2030 Main Street NW Unit: 104Atlanta, GA 30318",30318,Fulton,3.0,3.5,,,2024,1.0,0,0.0,2,529990,33.8111081,-84.4718571
985,"3332 Stillwood LaneAtlanta, GA 30354",30354,Fulton,3.0,3.5,1735.0,,2023,5.0,0,2400.0,2,530000,33.6630905,-84.4157609
986,"1400 Knob Hill SEAtlanta, GA 30316",30316,Fulton,5.0,3.5,3000.0,0.15,2014,,9904,1800.0,2,530000,33.7166937,-84.3549183
987,"840 Smith Street SWAtlanta, GA 30310",30310,Fulton,,,,0.062,2021,,6011,0.0,2,530000,33.73215,-84.4007946
988,"3300 Windy Ridge Parkway SE Unit: 1612Atlanta, GA 30339",30339,Cobb,2.0,2.0,1478.0,0.03,2006,7.0,1073,8100.0,2,530000,33.90353810000001,-84.4566847
989,"923 Peachtree Street NE Unit: 1826Atlanta, GA 30309",30309,Fulton,2.0,2.0,1260.0,0.029,2003,8.0,7220,8213.0,2,530000,33.780409,-84.3834589
990,"4905 Waxleaf Drive SwAtlanta, GA 30331",30331,Fulton,4.0,2.5,2406.0,0.28,2023,4.0,0,450.0,2,532499,33.66362,-84.5490816
991,"2230 Beecher SWAtlanta, GA 30310",30310,Fulton,4.0,2.5,2200.0,0.64,1950,,536,0.0,2,534000,33.7289819,-84.4610538
992,"2030 Main Street NW Unit: 102Atlanta, GA 30318",30318,Fulton,3.0,3.5,1829.0,,2024,5.0,0,3900.0,2,534990,33.8111081,-84.4718571
993,"1185 Merrill Avenue SWAtlanta, GA 30310",30310,Fulton,5.0,3.0,,0.186,1940,4.0,4796,0.0,2,535000,33.7289159,-84.426642
994,"3176 Clairwood TerraceAtlanta, GA 30341",30341,DeKalb,3.0,2.0,,0.3,1948,4.0,7946,0.0,2,535000,33.8823338,-84.3111603
995,"445 Lanier Street NWAtlanta, GA 30318",30318,Fulton,,,,0.172,1940,2.0,8586,0.0,2,535000,33.7672571,-84.43927699999999
996,"3131 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,536990,33.6684808,-84.634578
997,"2505 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,4.0,2139.0,0.01,2024,3.0,0,4200.0,2,538652,33.7946333,-84.44877199999999
998,"906 Mcdaniel SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2050.0,0.059,2023,3.0,973,0.0,2,539900,33.7302086,-84.40135330000001
999,"361 17th Street Nw  Unit: 2513Atlanta, GA 30363",30363,Fulton,2.0,2.0,1566.0,,2005,3.0,3270,11592.0,2,539900,33.7916224,-84.3980682
1000,"5950 Lynfield DriveAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.948,2022,,670,0.0,2,539900,33.6480139,-84.5823636
1001,"5393 Stone Cove Drive SWAtlanta, GA 30331",30331,Fulton,7.0,4.0,5118.0,0.342,2007,9.0,1223,550.0,2,539900,33.7152071,-84.5661526
1002,"4849 Elm Leaf Drive SWAtlanta, GA 30331",30331,Fulton,5.0,3.0,,0.4,2024,,0,450.0,2,539990,33.6648296,-84.54745439999999
1003,"860 Smith Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2101.0,0.115,2023,2.0,1052,0.0,2,540000,33.7315192,-84.4006042
1004,"583 Delbridge Street NWAtlanta, GA 30314",30314,Fulton,3.0,2.5,1748.0,0.063,2007,3.0,6374,0.0,2,540000,33.7577377,-84.4066252
1005,"2507 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,4.0,2033.0,0.01,2024,3.0,0,4200.0,2,542684,33.7946333,-84.44877199999999
1006,"2506 Astaire CourtAtlanta, GA 30318",30318,Fulton,3.0,3.5,1826.0,0.01,2024,3.0,0,4200.0,2,542835,33.7946333,-84.44877199999999
1007,"3109 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,3206.0,0.28,2024,,0,650.0,2,543770,33.6684808,-84.634578
1008,"3336 Springhaven AvenueAtlanta, GA 30354",30354,Fulton,3.0,3.5,1890.0,,2023,5.0,0,2400.0,2,545000,33.663729,-84.4155845
1009,"3329 Stillwood LaneAtlanta, GA 30354",30354,Fulton,3.0,3.5,1890.0,,2023,6.0,0,2400.0,2,545000,33.6636353,-84.4156747
1010,"4463 Wieuca Road NEAtlanta, GA 30342",30342,Fulton,3.0,3.0,,0.746,1966,,7285,0.0,2,545000,33.873416,-84.3754955
1011,"415 Gartrell SE Unit: 16Atlanta, GA 30312",30312,Fulton,3.0,2.5,1510.0,0.025,2018,5.0,8717,0.0,2,545000,33.7525401,-84.37365199999999
1012,"8 Alston NEAtlanta, GA 30324",30324,Fulton,3.0,3.5,1662.0,,1990,3.0,3943,5640.0,2,545000,33.8360526,-84.3579161
1013,"1623 Abbot Lane NwAtlanta, GA 30318",30318,Fulton,3.0,2.5,2150.0,0.16,2012,6.0,4414,0.0,2,545000,33.7890017,-84.44686500000002
1014,"1316 Hill Street SEAtlanta, GA 30315",30315,Fulton,4.0,3.0,3665.0,0.375,1920,,5933,0.0,2,545000,33.7184235,-84.37849740000001
1015,"1617 Rivers Edge Trail NEAtlanta, GA 30324",30324,DeKalb,3.0,3.5,2267.0,0.023,2004,3.0,7186,4523.0,2,546000,33.8274158,-84.3478251
1016,"1120 Citadel Drive NEAtlanta, GA 30324",30324,DeKalb,3.0,2.0,,0.6,1953,3.0,1171,0.0,2,549000,33.8205871,-84.3436265
1017,"1886 Marietta Road NWAtlanta, GA 30318",30318,Fulton,4.0,3.5,2500.0,0.148,2004,3.0,3614,0.0,2,549000,33.8067322,-84.44846439999999
1018,"3139 Blairhill CourtAtlanta, GA 30340",30340,DeKalb,3.0,2.5,2425.0,0.1,1993,,4868,185.0,2,549000,33.8809373,-84.2296291
1019,"1715 Emerald Avenue SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,1862.0,0.24,1948,,1315,0.0,2,549000,33.7424034,-84.443953
1020,"120 Beardon Circle  Unit: 4Atlanta, GA 30316",30316,Fulton,2.0,2.5,,,2023,4.0,0,2940.0,2,549335,33.7499854,-84.35640289999999
1021,"1065 Hubbard SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,2184.0,0.115,2023,,1065,0.0,2,549900,33.7258296,-84.40263619999999
1022,"845 Stratum Way SEAtlanta, GA 30312",30312,Fulton,3.0,3.5,1958.0,0.02,2005,3.0,3017,1800.0,2,549900,33.73028499999999,-84.36321099999999
1023,"805 PEACHTREE Street NE Unit: 401Atlanta, GA 30308",30308,Fulton,2.0,2.0,1550.0,0.035,1951,6.0,5216,706.0,2,549900,33.7764619,-84.3839137
1024,"726 Taylor Court NEAtlanta, GA 30324",30324,Fulton,3.0,3.5,,0.023,2017,5.0,0,4572.0,2,549900,33.821383,-84.36189209999999
1025,"2412 Elmwood Circle SEAtlanta, GA 30339",30339,Cobb,3.0,3.0,1150.0,0.198,1962,3.0,643,0.0,2,549900,33.8184196,-84.4851176
1026,"2495 Sycamore Road  Unit: 3Atlanta, GA 30318",30318,Fulton,3.0,3.5,2175.0,0.25,2023,3.0,0,0.0,2,549900,33.8128137,-84.46894669999999
1027,"775 Juniper Street NE Unit: 107Atlanta, GA 30308",30308,Fulton,2.0,2.0,1312.0,1.819,2020,6.0,1,6780.0,2,549900,33.7753625,-84.38255219999999
1028,"1663 North Avenue NWAtlanta, GA 30318",30318,Fulton,3.0,3.0,1834.0,0.238,2022,1.0,7941,0.0,2,549900,33.7682769,-84.44219729999999
1029,"389 Hopkins StAtlanta, GA 30310",30310,Fulton,3.0,3.0,2269.0,0.18,2023,,3386,0.0,2,549999,33.7445546,-84.4308267
1030,"1045 Gilbert Street SEAtlanta, GA 30316",30316,Fulton,3.0,2.0,1671.0,0.172,1935,4.0,4341,0.0,2,550000,33.7260129,-84.3511446
1031,"6129 Red Maple RoadAtlanta, GA 30349",30349,Fulton,5.0,5.0,4805.0,0.435,2002,8.0,9238,850.0,2,550000,33.6614383,-84.58990709999999
1032,"1220 Oriole Drive SWAtlanta, GA 30311",30311,Fulton,3.0,3.5,2419.0,0.428,2005,4.0,1801,0.0,2,550000,33.7242489,-84.4778626
1033,"2828 Peachtree Road NW Unit: 1502Atlanta, GA 30305",30305,Fulton,2.0,2.0,1371.0,0.063,2002,7.0,5512,10428.0,2,550000,33.810005,-84.39386859999999
1034,"1595 Woodbine Avenue SEAtlanta, GA 30317",30317,DeKalb,4.0,2.5,2164.0,0.3,1925,,2446,0.0,2,550000,33.7523084,-84.33452869999999
1035,"855 Peachtree Street NE Unit: 2709Atlanta, GA 30308",30308,Fulton,2.0,2.0,1320.0,0.03,2008,8.0,3957,921.0,2,550000,33.7777998,-84.383904
1036,"2696 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,1.0,,0.5,1925,8.0,1051,0.0,2,550000,33.7474114,-84.2987445
1037,"805 Millberry RoadAtlanta, GA 30349",30349,Fulton,5.0,5.0,5095.0,0.275,2010,4.0,4123,700.0,2,550000,33.6446946,-84.5667051
1038,"1031 Camilla Street SWAtlanta, GA 30314",30314,Fulton,4.0,3.5,1900.0,0.099,1945,2.0,2271,0.0,2,550000,33.7505844,-84.42171859999999
1039,"3437 Hildon RoadAtlanta, GA 30341",30341,DeKalb,3.0,2.0,1429.0,0.3,1950,6.0,6290,0.0,2,550000,33.8915316,-84.3151271
1040,"719 Hamilton Avenue SEAtlanta, GA 30312",30312,Fulton,4.0,2.0,2016.0,0.502,1945,,3445,0.0,2,550000,33.725532,-84.36445289999999
1041,"270 17TH  Unit: 702Atlanta, GA 30363",30363,Fulton,2.0,2.5,1369.0,0.031,2009,6.0,6950,547.0,2,550000,33.7911609,-84.3969335
1042,"414 Arnold Street NEAtlanta, GA 30308",30308,Fulton,3.0,1.5,1633.0,0.159,1920,1.0,2416,0.0,2,550000,33.7657015,-84.369342
1043,"1013 Lawton Avenue SWAtlanta, GA 30310",30310,Fulton,,,,,2005,,2989,0.0,2,550000,33.725684,-84.42084659999999
1044,"1009 Lawton Avenue SWAtlanta, GA 30310",30310,Fulton,8.0,4.0,,,2005,,5458,0.0,2,550000,33.725608,-84.4207019
1045,"1914 Volberg StreetAtlanta, GA 30318",30318,Fulton,4.0,3.0,1275.0,0.31,1950,,4949,0.0,2,550000,33.8075813,-84.4217461
1046,"783 Coleman Street SWAtlanta, GA 30310",30310,Fulton,3.0,2.5,1883.0,0.088,2024,1.0,3243,0.0,2,550000,33.7335217,-84.4040625
1047,"963 Welch Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2078.0,0.059,1920,6.0,7420,0.0,2,550000,33.7286826,-84.4050642
1048,"1050 White Oak SWAtlanta, GA 30310",30310,Fulton,6.0,3.0,2480.0,0.249,1920,3.0,4829,0.0,2,550000,33.7247645,-84.4224161
1049,"28 Basswood CircleAtlanta, GA 30328",30328,Fulton,3.0,2.5,2995.0,0.056,1974,7.0,2372,5040.0,2,550000,33.9241,-84.355661
1050,"721 CASCADEAtlanta, GA 30310",30310,Fulton,5.0,3.0,2400.0,0.127,2023,4.0,1370,0.0,2,550000,33.7350031,-84.435373
1051,"2831 Riveroak Ct Sw.Atlanta, GA 30331",30331,Fulton,5.0,4.0,4615.0,1.08,2008,3.0,2250,200.0,2,550000,33.676952,-84.524013
1052,"3368 WalnutAtlanta, GA 30349",30349,Fulton,5.0,4.5,4477.0,0.42,2005,7.0,7851,850.0,2,550000,33.620038,-84.5327038
1053,"3172 Briarcliff Road NEAtlanta, GA 30329",30329,DeKalb,3.0,2.0,1673.0,30.0,1955,,5061,0.0,2,550000,33.838322,-84.3085705
1054,"1301 Ascot TerraceAtlanta, GA 30329",30329,DeKalb,3.0,3.5,2393.0,,2022,4.0,1,2640.0,2,550170,33.8143,-84.33572699999999
1055,"2331 Bouldercliff Way SEAtlanta, GA 30316",30316,DeKalb,3.0,2.5,2384.0,0.21,2014,,7584,0.0,2,551000,33.7194261,-84.3194635
1056,"1304 Ascot Terrace  Unit: 27Atlanta, GA 30329",30329,DeKalb,3.0,3.5,2625.0,,2022,4.0,1,2640.0,2,554765,33.81452,-84.33582899999999
1057,"1320 Mayfair DriveAtlanta, GA 30324",30324,Fulton,3.0,2.0,3264.0,0.3,1950,,0,0.0,2,554900,33.8231825,-84.3354174
1058,"377 Grant Circle SE Unit: 1742Atlanta, GA 30315",30315,Fulton,2.0,2.0,1462.0,,2022,6.0,1,3156.0,2,554900,33.7252634,-84.37588269999999
1059,"2030 Main Street NW Unit: 501Atlanta, GA 30318",30318,Fulton,3.0,3.5,2148.0,0.001,2022,3.0,0,3900.0,2,554990,33.8111081,-84.4718571
1060,"1836 Memorial SE Unit: 203Atlanta, GA 30317",30317,DeKalb,3.0,4.0,,0.03,2020,4.0,4583,3492.0,2,555000,33.7475943,-84.327786
1061,"3252 Thicket LaneAtlanta, GA 30349",30349,Fulton,5.0,3.0,,0.21,2024,,0,650.0,2,558705,33.6684808,-84.634578
1062,"44 Peachtree Place NW Unit: 832Atlanta, GA 30309",30309,Fulton,2.0,2.0,1260.0,0.029,2006,6.0,4515,604.0,2,559900,33.7800656,-84.38811860000001
1063,"855 Peachtree Street NE Unit: 2309Atlanta, GA 30308",30308,Fulton,2.0,2.0,1320.0,0.03,2008,8.0,8225,11052.0,2,560000,33.7777998,-84.383904
1064,"2419 Boulder Road SEAtlanta, GA 30316",30316,DeKalb,4.0,2.5,2468.0,0.2,2007,,8300,300.0,2,560000,33.7157609,-84.3154765
